Survey,FIPS,FIPS,Region,Division,County,,1-unit,,,2-units,,,3-4 units,,,5+ units,,,1-unit rep,,,2-units rep,,,3-4 units rep,,, 5+units rep
2021,08,029,4,8,Delta County                  ,98,98,19650104,0,0,0,1,3,40000,10,122,19434444,97,97,19590104,0,0,0,0,0,0,10,122,19434444
2021,08,031,4,8,Denver County                 ,1550,1550,425872333,0,0,0,1,4,750000,100,8446,1088027233,1550,1550,425872333,0,0,0,1,4,750000,100,8446,1088027233
2021,08,033,4,8,Dolores County                ,6,6,1845124,0,0,0,0,0,0,0,0,0,6,6,1845124,0,0,0,0,0,0,0,0,0
2021,08,035,4,8,Douglas County                ,3722,3722,1164340044,61,122,24026842,28,102,18479894,73,2113,284668545,3722,3722,1164340044,61,122,24026842,28,102,18479894,73,2113,284668545
2021,08,037,4,8,Eagle County                  ,192,192,197716743,14,28,4517808,2,6,1132684,8,213,22168994,179,179,193744812,14,28,4517808,2,6,1132684,7,193,14740424
2021,08,039,4,8,Elbert County                 ,413,413,139234007,0,0,0,0,0,0,0,0,0,413,413,139234007,0,0,0,0,0,0,0,0,0
2021,08,041,4,8,El Paso County                ,4925,4925,1866463231,156,312,34413250,8,24,4560000,105,3925,669110132,4925,4925,1866463231,156,312,34413250,8,24,4560000,105,3925,669110132
2021,08,043,4,8,Fremont County                ,174,174,47787417,0,0,0,0,0,0,0,0,0,166,166,46756884,0,0,0,0,0,0,0,0,0
2021,08,045,4,8,Garfield County               ,276,276,81428172,10,20,7187351,0,0,0,8,335,94829915,249,249,74783786,9,18,6772367,0,0,0,6,115,18017211
2021,08,047,4,8,Gilpin County                 ,22,22,6098990,0,0,0,0,0,0,0,0,0,22,22,6098990,0,0,0,0,0,0,0,0,0
2021,08,049,4,8,Grand County                  ,385,385,150161435,0,0,0,0,0,0,3,82,10935072,258,258,107148911,0,0,0,0,0,0,2,60,7663449
2021,08,051,4,8,Gunnison County               ,145,145,67103246,4,8,1625703,12,44,7722708,0,0,0,145,145,67103246,4,8,1625703,12,44,7722708,0,0,0
2021,08,053,4,8,Hinsdale County               ,14,14,5899950,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2021,08,055,4,8,Huerfano County               ,57,57,10715472,0,0,0,0,0,0,0,0,0,2,2,670000,0,0,0,0,0,0,0,0,0
2021,08,057,4,8,Jackson County                ,2,2,160000,0,0,0,0,0,0,0,0,0,2,2,160000,0,0,0,0,0,0,0,0,0
2021,08,059,4,8,Jefferson County              ,1073,1073,338715809,16,32,7874331,20,75,16232178,37,1335,162499283,1073,1073,338715809,16,32,7874331,20,75,16232178,37,1335,162499283
2021,08,061,4,8,Kiowa County                  ,6,6,1023600,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2021,08,063,4,8,Kit Carson County             ,6,6,1370000,0,0,0,0,0,0,0,0,0,6,6,1370000,0,0,0,0,0,0,0,0,0
2021,08,065,4,8,Lake County                   ,61,61,13031496,0,0,0,1,3,170000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2021,08,067,4,8,La Plata County               ,359,359,159025231,3,6,1037481,0,0,0,1,50,1075000,359,359,159025231,3,6,1037481,0,0,0,1,50,1075000
2021,08,069,4,8,Larimer County                ,2149,2149,698214790,4,8,1243474,0,0,0,44,1064,135133093,2149,2149,698214790,4,8,1243474,0,0,0,44,1064,135133093
2021,08,071,4,8,Las Animas County             ,41,41,6619631,0,0,0,0,0,0,0,0,0,4,4,1293360,0,0,0,0,0,0,0,0,0
2021,08,073,4,8,Lincoln County                ,10,10,1320833,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2021,08,075,4,8,Logan County                  ,14,14,3732455,0,0,0,0,0,0,0,0,0,13,13,3435621,0,0,0,0,0,0,0,0,0
2021,08,077,4,8,Mesa County                   ,909,909,167525170,5,10,801805,5,15,1622555,14,297,24994905,909,909,167525170,5,10,801805,5,15,1622555,14,297,24994905
2021,08,079,4,8,Mineral County                ,8,8,2890000,0,0,0,0,0,0,0,0,0,8,8,2890000,0,0,0,0,0,0,0,0,0
2021,08,081,4,8,Moffat County                 ,15,15,2725539,0,0,0,0,0,0,0,0,0,15,15,2725539,0,0,0,0,0,0,0,0,0
2021,08,083,4,8,Montezuma County              ,20,20,4932173,1,2,492000,0,0,0,0,0,0,20,20,4932173,1,2,492000,0,0,0,0,0,0
2021,08,085,4,8,Montrose County               ,388,388,64558093,4,8,1252240,2,7,736325,2,48,7820000,387,387,64438093,4,8,1252240,2,7,736325,2,48,7820000
2021,08,087,4,8,Morgan County                 ,139,139,26817379,0,0,0,14,56,5931555,0,0,0,136,136,26421673,0,0,0,13,52,5196555,0,0,0
2021,08,089,4,8,Otero County                  ,6,6,1701041,5,10,2306888,0,0,0,0,0,0,6,6,1701041,5,10,2306888,0,0,0,0,0,0
2021,08,091,4,8,Ouray County                  ,69,69,44994680,0,0,0,1,4,920000,4,73,12386667,66,66,43494680,0,0,0,0,0,0,3,65,11080000
2021,08,093,4,8,Park County                   ,193,193,54175764,0,0,0,0,0,0,0,0,0,193,193,54175764,0,0,0,0,0,0,0,0,0
2021,08,095,4,8,Phillips County               ,8,8,2064493,0,0,0,0,0,0,0,0,0,8,8,2064493,0,0,0,0,0,0,0,0,0
2021,08,097,4,8,Pitkin County                 ,78,78,158178645,0,0,0,1,3,1466117,1,16,5725710,68,68,114639477,0,0,0,1,3,1466117,0,0,0
2021,08,099,4,8,Prowers County                ,8,8,2081166,0,0,0,0,0,0,0,0,0,8,8,2081166,0,0,0,0,0,0,0,0,0
2021,08,101,4,8,Pueblo County                 ,742,742,120064563,0,0,0,0,0,0,0,0,0,742,742,120064563,0,0,0,0,0,0,0,0,0
2021,08,103,4,8,Rio Blanco County             ,12,12,3615000,0,0,0,0,0,0,0,0,0,11,11,3165000,0,0,0,0,0,0,0,0,0
2021,08,105,4,8,Rio Grande County             ,35,35,6391213,0,0,0,0,0,0,0,0,0,35,35,6391213,0,0,0,0,0,0,0,0,0
2021,08,107,4,8,Routt County                  ,206,206,185047395,0,0,0,0,0,0,1,9,2433000,206,206,185047395,0,0,0,0,0,0,1,9,2433000
2021,08,109,4,8,Saguache County               ,101,101,12956260,0,0,0,0,0,0,0,0,0,101,101,12956260,0,0,0,0,0,0,0,0,0
2021,08,111,4,8,San Juan County               ,17,17,5100000,0,0,0,0,0,0,0,0,0,17,17,5100000,0,0,0,0,0,0,0,0,0
2021,08,113,4,8,San Miguel County             ,53,53,110767897,0,0,0,1,3,1674766,2,24,12024198,52,52,110379647,0,0,0,1,3,1674766,2,24,12024198
2021,08,115,4,8,Sedgwick County               ,1,1,150000,0,0,0,0,0,0,0,0,0,1,1,150000,0,0,0,0,0,0,0,0,0
2021,08,117,4,8,Summit County                 ,270,270,199379122,2,4,1800000,3,11,4560000,8,122,30983962,270,270,199379122,2,4,1800000,3,11,4560000,8,122,30983962
2021,08,119,4,8,Teller County                 ,149,149,47837882,0,0,0,0,0,0,0,0,0,149,149,47837882,0,0,0,0,0,0,0,0,0
2021,08,121,4,8,Washington County             ,1,1,230000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2021,08,123,4,8,Weld County                   ,3814,3814,1022379442,87,174,34763708,66,230,44564324,63,1050,147850518,2968,2968,782397045,87,174,34763708,55,196,36183410,43,751,107089266
2021,08,125,4,8,Yuma County                   ,2,2,1100054,1,2,90000,0,0,0,0,0,0,1,1,780054,1,2,90000,0,0,0,0,0,0
