Survey,State,6-Digit,County,Census Place,FIPS Place,FIPS MCD,Pop,CSA,CBSA,Footnote,Central,Zip,Region,Division,Number of,Place,,1-unit,,,2-units,,,3-4 units,,,5+ units,,,1-unit rep,,,2-units rep,,,3-4 units rep,,,5+ units rep
2020,08,083000,014,0143,09280 ,00000 ,55889 ,216,19740,2,1,80020      ,4,8,12,Broomfield,223,223,90164332,49,98,22203554,1,3,600000,12,103,15755230,223,223,90164332,49,98,22203554,1,3,600000,12,103,15755230
2020,08,089000,087,0150,09555 ,00000 ,5463 ,999,99999, , ,80723      ,4,8,0,Brush,2,2,263804,0,0,0,1,4,735000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2020,08,093000,063,0160,10600 ,00000 ,4254 ,999,99999, , ,80807      ,4,8,12,Burlington,2,2,675000,0,0,0,0,0,0,0,0,0,2,2,675000,0,0,0,0,0,0,0,0,0
2020,08,095000,041,0165,11260 ,00000 ,780 ,999,17820, , ,808088203  ,4,8,12,Calhan town,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2020,08,099000,043,0610,11810 ,00000 ,16400 ,999,99999, , ,812151460  ,4,8,12,Canon City,37,37,9360889,1,2,320081,0,0,0,0,0,0,37,37,9360889,1,2,320081,0,0,0,0,0,0
2020,08,101000,045,0180,12045 ,00000 ,6427 ,999,99999, , ,81623      ,4,8,0,Carbondale town,40,40,20146572,0,0,0,1,4,744724,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2020,08,102900,035,0186,12387 ,00000 ,10360 ,216,19740, , ,80108      ,4,8,12,Castle Pines,358,358,130463059,0,0,0,0,0,0,0,0,0,358,358,130463059,0,0,0,0,0,0,0,0,0
2020,08,103000,035,0188,12415 ,00000 ,48231 ,216,19740, , ,80104      ,4,8,12,Castle Rock town,1032,1032,286615506,0,0,0,0,0,0,2,58,10242305,1032,1032,286615506,0,0,0,0,0,0,2,58,10242305
2020,08,105000,029,0190,12635 ,00000 ,2253 ,999,99999, , ,81413      ,4,8,12,Cedaredge town,15,15,3304357,0,0,0,0,0,0,0,0,0,15,15,3304357,0,0,0,0,0,0,0,0,0
2020,08,106000,005,0193,12815 ,00000 ,100377 ,216,19740, ,1,80112      ,4,8,12,Centennial,10,10,19754040,0,0,0,0,0,0,0,0,0,10,10,19754040,0,0,0,0,0,0,0,0,0
2020,08,109000,109,0195,12855 ,00000 ,2012 ,999,99999,2, ,81125      ,4,8,0,Center town,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2020,08,111000,047,0200,12910 ,00000 ,663 ,216,19740,2, ,80427      ,4,8,5,Central City,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2020,08,113000,015,    ,00000 ,00000 ,9219 ,999,99999, , ,81201      ,4,8,1,Chaffee County,155,155,39693352,2,4,647924,9,27,4947300,0,0,0,11,11,2408693,0,0,0,0,0,0,0,0,0
2020,08,117000,005,0210,13845 ,00000 ,5987 ,216,19740, , ,80113      ,4,8,12,Cherry Hills Village,15,15,39595000,0,0,0,0,0,0,0,0,0,15,15,39595000,0,0,0,0,0,0,0,0,0
2020,08,119000,017,    ,99990 ,00000 ,757 ,999,99999, , ,808100567  ,4,8,0,Cheyenne County Unincorporated Area,5,5,592034,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2020,08,121000,017,0215,14175 ,00000 ,846 ,999,99999, , ,80810      ,4,8,12,Cheyenne Wells town,1,1,320000,0,0,0,0,0,0,0,0,0,1,1,320000,0,0,0,0,0,0,0,0,0
2020,08,123000,019,    ,99990 ,00000 ,5885 ,216,19740,2, ,80444      ,4,8,5,Clear Creek County Unincorporated Area,20,20,5947644,0,0,0,0,0,0,0,0,0,6,6,1953570,0,0,0,0,0,0,0,0,0
2020,08,125000,043,0225,15330 ,00000 ,343 ,999,99999, , ,81221      ,4,8,12,Coal Creek town,1,1,50000,0,0,0,0,0,0,0,0,0,1,1,50000,0,0,0,0,0,0,0,0,0
2020,08,133000,005,0244,16385 ,00000 ,1256 ,216,19740, , ,80123      ,4,8,12,Columbine Valley town,26,26,36452199,0,0,0,0,0,0,0,0,0,26,26,36452199,0,0,0,0,0,0,0,0,0
2020,08,135000,001,0245,16495 ,00000 ,45913 ,216,19740, ,1,80022      ,4,8,12,Commerce City,892,892,229864135,32,64,7968215,2,6,1638854,6,180,20426489,892,892,229864135,32,64,7968215,2,6,1638854,6,180,20426489
2020,08,137000,021,    ,99990 ,00000 ,4383 ,999,99999, , ,81129      ,4,8,12,Conejos County Unincorporated Area,34,34,10092350,0,0,0,0,0,0,0,0,0,34,34,10092350,0,0,0,0,0,0,0,0,0
2020,08,139000,083,0250,17375 ,00000 ,8482 ,999,99999, , ,81321      ,4,8,0,Cortez,20,20,4514912,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2020,08,141000,023,    ,99990 ,00000 ,2510 ,999,99999, , ,81152      ,4,8,0,Costilla County Unincorporated Area,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2020,08,143000,081,0255,17760 ,00000 ,9464 ,999,99999, , ,81625      ,4,8,0,Craig,8,8,1848529,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2020,08,145000,029,0260,17925 ,00000 ,431 ,999,99999, , ,81415      ,4,8,12,Crawford town,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2020,08,147000,079,0796,14765 ,00000 ,290 ,999,99999, , ,81130      ,4,8,11,City of Creede town,2,2,581663,0,0,0,0,0,0,0,0,0,1,1,370312,0,0,0,0,0,0,0,0,0
2020,08,149000,051,0270,18310 ,00000 ,1487 ,999,99999, , ,81224      ,4,8,12,Crested Butte town,9,9,8300485,0,0,0,0,0,0,0,0,0,9,9,8300485,0,0,0,0,0,0,0,0,0
2020,08,150000,109,0275,18420 ,00000 ,127 ,999,99999, , ,81131      ,4,8,12,Crestone town,2,2,215000,0,0,0,0,0,0,0,0,0,2,2,215000,0,0,0,0,0,0,0,0,0
2020,08,151000,119,0280,18530 ,00000 ,1189 ,999,17820, , ,80813      ,4,8,8,Cripple Creek,4,4,410500,1,2,233000,0,0,0,0,0,0,1,1,110500,1,2,233000,0,0,0,0,0,0
2020,08,153000,075,0285,18640 ,00000 ,110 ,999,99999, , ,80726      ,4,8,0,Crook town,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2020,08,155000,025,    ,99990 ,00000 ,3964 ,999,99999, , ,81063      ,4,8,12,Crowley County Unincorporated Area,4,4,806149,0,0,0,0,0,0,0,0,0,4,4,806149,0,0,0,0,0,0,0,0,0
2020,08,157000,025,0290,18750 ,00000 ,176 ,999,99999, , ,810330036  ,4,8,12,Crowley town,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2020,08,159000,027,    ,99990 ,00000 ,3100 ,999,99999, , ,81252      ,4,8,12,Custer County Unincorporated Area,97,97,28638890,0,0,0,0,0,0,0,0,0,97,97,28638890,0,0,0,0,0,0,0,0,0
2020,08,161000,123,0295,19080 ,00000 ,4152 ,216,24540, , ,805140186  ,4,8,12,Dacono,63,63,15855684,0,0,0,0,0,0,0,0,0,63,63,15855684,0,0,0,0,0,0,0,0,0
2020,08,165000,005,0305,19630 ,00000 ,546 ,216,19740, , ,80105      ,4,8,8,Deer Trail town,70,70,12537400,0,0,0,0,0,0,0,0,0,50,50,8988942,0,0,0,0,0,0,0,0,0
2020,08,169000,029,0315,19850 ,00000 ,8915 ,999,99999, , ,81416      ,4,8,12,Delta,29,29,5844595,1,2,276090,1,3,436020,1,8,1175556,29,29,5844595,1,2,276090,1,3,436020,1,8,1175556
2020,08,173000,031,0320,20000 ,00000 ,600158 ,216,19740,2,1,80202      ,4,8,12,Denver,1167,1167,324142283,0,0,0,0,0,0,42,3892,507380807,1167,1167,324142283,0,0,0,0,0,0,42,3892,507380807
2020,08,177000,081,0332,20495 ,00000 ,339 ,999,99999, , ,816100238  ,4,8,12,Dinosaur town,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2020,08,181000,083,0335,20770 ,00000 ,936 ,999,99999, , ,81323      ,4,8,12,Dolores town,2,2,50000,1,2,400000,0,0,0,0,0,0,2,2,50000,1,2,400000,0,0,0,0,0,0
2020,08,183000,035,    ,99990 ,00000 ,171031 ,216,19740,2, ,80104      ,4,8,12,Douglas County Unincorporated Area,977,977,310387328,23,46,9710006,22,78,12818097,1,134,11917039,977,977,310387328,23,46,9710006,22,78,12818097,1,134,11917039
2020,08,187000,067,0350,22035 ,00000 ,16887 ,999,99999, , ,81301      ,4,8,12,Durango,36,36,10015164,2,4,863077,0,0,0,1,40,2984393,36,36,10015164,2,4,863077,0,0,0,1,40,2984393
2020,08,189000,061,0355,22145 ,00000 ,609 ,999,99999, , ,81036      ,4,8,12,Eads town,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2020,08,191000,037,    ,99990 ,00000 ,23240 ,999,99999, , ,81631      ,4,8,12,Eagle County Unincorporated Area,79,79,66947562,0,0,0,1,4,3130000,0,0,0,79,79,66947562,0,0,0,1,4,3130000,0,0,0
2020,08,193000,037,0360,22200 ,00000 ,6508 ,999,99999, , ,81631      ,4,8,12,Eagle town,11,11,7998161,1,2,419058,3,11,2690141,4,54,7156520,11,11,7998161,1,2,419058,3,11,2690141,4,54,7156520
2020,08,195000,123,0370,22860 ,00000 ,4365 ,216,24540, , ,80615      ,4,8,12,Eaton town,12,12,5862457,0,0,0,0,0,0,2,16,1900683,12,12,5862457,0,0,0,0,0,0,2,16,1900683
2020,08,197000,125,0375,23025 ,00000 ,257 ,999,99999, , ,807270217  ,4,8,12,Eckley town,1,1,296834,0,0,0,0,0,0,0,0,0,1,1,296834,0,0,0,0,0,0,0,0,0
2020,08,199000,059,0380,23135 ,00000 ,5170 ,216,19740, , ,80214      ,4,8,12,Edgewater,3,3,1106959,1,2,400000,0,0,0,0,0,0,3,3,1106959,1,2,400000,0,0,0,0,0,0
2020,08,201000,041,    ,99990 ,00000 ,165533 ,999,17820,2, ,80910      ,4,8,12,El Paso County Unincorporated Area,4928,4928,1834927574,150,300,30655491,1,4,1007100,34,1587,231933885,4928,4928,1834927574,150,300,30655491,1,4,1007100,34,1587,231933885
2020,08,203000,039,    ,99990 ,00000 ,20387 ,216,19740, , ,80117      ,4,8,12,Elbert County Unincorporated Area,177,177,59462911,0,0,0,0,0,0,0,0,0,177,177,59462911,0,0,0,0,0,0,0,0,0
2020,08,205000,039,0385,23740 ,00000 ,1358 ,216,19740, , ,80107      ,4,8,12,Elizabeth town,117,117,27079542,0,0,0,0,0,0,0,0,0,117,117,27079542,0,0,0,0,0,0,0,0,0
2020,08,209000,005,0395,24785 ,00000 ,30255 ,216,19740, , ,80110      ,4,8,12,Englewood,81,81,19753306,2,4,1309654,0,0,0,3,218,30728654,81,81,19753306,2,4,1309654,0,0,0,3,218,30728654
2020,08,213000,123,0400,24950 ,00000 ,9787 ,216,24540,2, ,805160750  ,4,8,8,Erie town,479,479,138879560,9,18,3092260,2,8,1202610,1,5,769077,301,301,87418705,9,18,3092260,2,8,1202610,0,0,0
2020,08,215000,069,0405,25115 ,00000 ,5858 ,999,22660, , ,80517      ,4,8,12,Estes Park town,18,18,11623935,0,0,0,0,0,0,0,0,0,18,18,11623935,0,0,0,0,0,0,0,0,0
2020,08,217000,123,0415,25280 ,00000 ,18537 ,216,24540, , ,806152036  ,4,8,4,Evans,92,92,18158108,1,2,500000,0,0,0,5,25,3029410,25,25,5174656,1,2,500000,0,0,0,0,0,0
2020,08,219000,093,0425,25610 ,00000 ,679 ,216,19740, , ,804400267  ,4,8,12,Fairplay town,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2020,08,221000,001,0430,26270 ,00000 ,11467 ,216,19740, , ,80221      ,4,8,12,Federal Heights,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2020,08,223000,123,0435,26600 ,00000 ,10147 ,216,24540, , ,80520      ,4,8,11,Firestone town,244,244,68272204,0,0,0,0,0,0,1,20,1299708,217,217,60581905,0,0,0,0,0,0,0,0,0
2020,08,225000,063,0440,26765 ,00000 ,561 ,999,99999, , ,80815      ,4,8,12,Flagler town,5,5,1200000,1,2,80000,0,0,0,0,0,0,5,5,1200000,1,2,80000,0,0,0,0,0,0
2020,08,227000,075,0445,26875 ,00000 ,408 ,999,99999, , ,80728      ,4,8,12,Fleming town,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2020,08,229000,043,0450,27040 ,00000 ,3881 ,999,99999, , ,81226      ,4,8,0,Florence,21,21,4146946,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2020,08,231000,069,0455,27425 ,00000 ,143986 ,999,22660, ,1,805228052  ,4,8,12,Fort Collins,453,453,102387690,1,2,274061,0,0,0,10,172,16036490,453,453,102387690,1,2,274061,0,0,0,10,172,16036490
2020,08,233000,123,0465,27700 ,00000 ,7377 ,216,24540, , ,806211343  ,4,8,12,Fort Lupton,125,125,18750000,0,0,0,0,0,0,0,0,0,125,125,18750000,0,0,0,0,0,0,0,0,0
2020,08,235000,087,0470,27810 ,00000 ,11315 ,999,99999, , ,80701      ,4,8,12,Fort Morgan,8,8,1186000,0,0,0,1,4,398155,0,0,0,8,8,1186000,0,0,0,1,4,398155,0,0,0
2020,08,239000,089,0480,27975 ,00000 ,1182 ,999,99999, , ,810391134  ,4,8,12,Fowler town,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2020,08,240000,005,0483,28105 ,00000 ,685 ,216,19740, , ,80108      ,4,8,12,Foxfield town,1,1,400000,0,0,0,0,0,0,0,0,0,1,1,400000,0,0,0,0,0,0,0,0,0
2020,08,243000,123,0490,28360 ,00000 ,8679 ,216,24540, , ,805300435  ,4,8,10,Frederick town,326,326,90225742,0,0,0,3,11,2240424,0,0,0,271,271,75833815,0,0,0,3,11,2240424,0,0,0
2020,08,245000,043,    ,99990 ,00000 ,24818 ,999,99999, , ,81212      ,4,8,12,Fremont County Unincorporated Area,85,85,19523736,0,0,0,0,0,0,0,0,0,85,85,19523736,0,0,0,0,0,0,0,0,0
2020,08,247000,117,0500,28690 ,00000 ,2683 ,999,99999, , ,80443      ,4,8,12,Frisco town,3,3,2785000,1,2,678000,0,0,0,0,0,0,3,3,2785000,1,2,678000,0,0,0,0,0,0
2020,08,251000,123,0510,29185 ,00000 ,234 ,216,24540, , ,806318466  ,4,8,12,Garden City town,0,0,0,1,2,108000,0,0,0,0,0,0,0,0,0,1,2,108000,0,0,0,0,0,0
2020,08,253000,045,    ,99990 ,00000 ,22643 ,999,99999, , ,81601      ,4,8,12,Garfield County Unincorporated Area,84,84,22826901,0,0,0,0,0,0,0,0,0,84,84,22826901,0,0,0,0,0,0,0,0,0
2020,08,257000,019,0520,29735 ,00000 ,1034 ,216,19740, , ,80444      ,4,8,12,Georgetown town,2,2,288000,0,0,0,0,0,0,3,72,8700000,2,2,288000,0,0,0,0,0,0,3,72,8700000
2020,08,259000,123,0525,29955 ,00000 ,1034 ,216,24540, , ,806230128  ,4,8,12,Gilcrest town,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2020,08,261000,047,    ,99990 ,00000 ,4660 ,216,19740, , ,80427      ,4,8,12,Gilpin County Unincorporated Area,20,20,5554169,0,0,0,0,0,0,0,0,0,20,20,5554169,0,0,0,0,0,0,0,0,0
2020,08,263000,005,0530,30340 ,00000 ,4184 ,216,19740, , ,80246      ,4,8,12,Glendale,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2020,08,265000,045,0535,30780 ,00000 ,9614 ,999,99999, , ,81601      ,4,8,0,Glenwood Springs,0,0,0,1,2,400003,0,0,0,1,112,48346496,0,0,0,0,0,0,0,0,0,0,0,0
2020,08,267000,059,0540,30835 ,00000 ,18867 ,216,19740, , ,80401      ,4,8,12,Golden,11,11,4956790,1,2,616000,0,0,0,0,0,0,11,11,4956790,1,2,616000,0,0,0,0,0,0
2020,08,269000,099,0545,31550 ,00000 ,517 ,999,99999, , ,81041      ,4,8,0,Granada town,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2020,08,273000,049,    ,99990 ,00000 ,8178 ,999,99999,2, ,80451      ,4,8,12,Grand County Unincorporated Area,108,108,39756437,1,2,540186,0,0,0,1,9,1324811,108,108,39756437,1,2,540186,0,0,0,1,9,1324811
2020,08,279000,123,0570,32155 ,00000 ,92889 ,216,24540, ,1,80631      ,4,8,12,Greeley,85,85,20941517,0,0,0,4,14,2371946,14,173,13113109,85,85,20941517,0,0,0,4,14,2371946,14,173,13113109
2020,08,285000,005,0580,33035 ,00000 ,13925 ,216,19740, , ,80111      ,4,8,12,Greenwood Village,9,9,18505884,0,0,0,0,0,0,0,0,0,9,9,18505884,0,0,0,0,0,0,0,0,0
2020,08,287000,123,0585,33310 ,00000 ,137 ,216,24540, , ,80729      ,4,8,12,Grover town,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2020,08,289000,051,0590,33640 ,00000 ,5854 ,999,99999, , ,81230      ,4,8,12,Gunnison,27,27,11850437,0,0,0,10,33,3185907,4,44,4560178,27,27,11850437,0,0,0,10,33,3185907,4,44,4560178
2020,08,291000,051,    ,99990 ,00000 ,6985 ,999,99999, , ,81230      ,4,8,12,Gunnison County Unincorporated Area,78,78,23613178,0,0,0,0,0,0,0,0,0,78,78,23613178,0,0,0,0,0,0,0,0,0
2020,08,293000,037,0595,33695 ,00000 ,6477 ,999,99999, , ,81637      ,4,8,12,Gypsum town,32,32,8071544,6,12,2216939,8,28,5215364,4,120,4105352,32,32,8071544,6,12,2216939,8,28,5215364,4,120,4105352
2020,08,299000,095,0610,34960 ,00000 ,946 ,999,99999, , ,80731      ,4,8,12,Haxtun town,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2020,08,301000,107,0615,35070 ,00000 ,1810 ,999,99999, , ,816390190  ,4,8,0,Hayden town,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2020,08,303000,087,0620,36610 ,00000 ,264 ,999,99999, , ,80733      ,4,8,12,Hillrose town,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2020,08,305000,053,    ,00000 ,00000 ,435 ,999,99999, , ,81235      ,4,8,0,Hinsdale County,11,11,4635675,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2020,08,307000,099,0625,37215 ,00000 ,802 ,999,99999, , ,810470458  ,4,8,12,Holly town,2,2,350000,0,0,0,0,0,0,0,0,0,2,2,350000,0,0,0,0,0,0,0,0,0
2020,08,309000,095,0630,37270 ,00000 ,2313 ,999,99999, , ,80734      ,4,8,12,Holyoke,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2020,08,311000,003,0635,37380 ,00000 ,103 ,999,99999, , ,811360001  ,4,8,0,Hooper town,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2020,08,315000,029,0640,37545 ,00000 ,944 ,999,99999, , ,81419      ,4,8,12,Hotchkiss town,3,3,530000,0,0,0,0,0,0,0,0,0,3,3,530000,0,0,0,0,0,0,0,0,0
2020,08,317000,123,0650,37820 ,00000 ,2356 ,216,24540, , ,80642      ,4,8,12,Hudson town,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2020,08,319000,055,    ,99990 ,00000 ,2843 ,999,99999, , ,81089      ,4,8,0,Huerfano County Unincorporated Area,43,43,7853732,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2020,08,321000,073,0655,37875 ,00000 ,730 ,999,99999, , ,80821      ,4,8,12,Hugo town,1,1,295090,0,0,0,0,0,0,0,0,0,1,1,295090,0,0,0,0,0,0,0,0,0
2020,08,323000,019,0660,38370 ,00000 ,1717 ,216,19740, , ,80452      ,4,8,12,Idaho Springs,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2020,08,325000,067,0665,38535 ,00000 ,697 ,999,99999, , ,81137      ,4,8,12,Ignacio town,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
