Survey,State,6-Digit,County,Census Place,FIPS Place,FIPS MCD,Pop,CSA,CBSA,Footnote,Central,Zip,Region,Division,Number of,Place,,1-unit,,,2-units,,,3-4 units,,,5+ units,,,1-unit rep,,,2-units rep,,,3-4 units rep,,,5+ units rep
2023,08,023000,059,0040,03455 ,00000 ,118822 ,216,19740,2, ,80002      ,4,8,11,Arvada,410,410,121321010,0,0,0,0,0,0,0,0,0,382,382,113410163,0,0,0,0,0,0,0,0,0
2023,08,025000,097,0045,03620 ,00000 ,7657 ,999,99999, , ,81611      ,4,8,12,Aspen,14,14,66212097,1,2,412839,0,0,0,0,0,0,14,14,66212097,1,2,412839,0,0,0,0,0,0
2023,08,027000,123,0050,03950 ,00000 ,2126 ,216,24540, , ,80610      ,4,8,12,Ault town,1,1,312200,0,0,0,0,0,0,0,0,0,1,1,312200,0,0,0,0,0,0,0,0,0
2023,08,031000,005,0055,04000 ,00000 ,337361 ,216,19740,2,1,800121553  ,4,8,12,Aurora,1633,1633,346391861,0,0,0,0,0,0,61,2213,428777236,1633,1633,346391861,0,0,0,0,0,0,61,2213,428777236
2023,08,035000,037,0057,04110 ,00000 ,6952 ,999,99999, , ,816200975  ,4,8,12,Avon town,8,8,8610000,0,0,0,1,4,1200000,0,0,0,8,8,8610000,0,0,0,1,4,1200000,0,0,0
2023,08,039000,037,0060,04935 ,00000 ,3180 ,999,99999,2, ,81621      ,4,8,0,Basalt town,6,6,2158158,0,0,0,0,0,0,4,20,7428572,0,0,0,0,0,0,0,0,0,0,0,0
2023,08,043000,067,0065,05265 ,00000 ,2586 ,999,99999, , ,81122      ,4,8,12,Bayfield town,11,11,3893021,0,0,0,0,0,0,0,0,0,11,11,3893021,0,0,0,0,0,0,0,0,0
2023,08,045000,001,0075,06090 ,00000 ,2564 ,216,19740,2, ,801027806  ,4,8,12,Bennett town,147,147,41452565,0,0,0,0,0,0,0,0,0,147,147,41452565,0,0,0,0,0,0,0,0,0
2023,08,047000,011,    ,99990 ,00000 ,3228 ,999,99999, , ,81054      ,4,8,12,Bent County Unincorporated Area,3,3,428000,0,0,0,0,0,0,0,0,0,3,3,428000,0,0,0,0,0,0,0,0,0
2023,08,049000,069,0080,06255 ,00000 ,10668 ,999,22660,2, ,80513      ,4,8,12,Berthoud town,221,221,82660824,0,0,0,0,0,0,0,0,0,221,221,82660824,0,0,0,0,0,0,0,0,0
2023,08,051000,063,0085,06530 ,00000 ,235 ,999,99999, , ,80805      ,4,8,12,Bethune town,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2023,08,053000,047,0090,07025 ,00000 ,131 ,216,19740, , ,80422      ,4,8,12,Black Hawk,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2023,08,055000,023,0095,07190 ,00000 ,407 ,999,99999, , ,81123      ,4,8,12,Blanca town,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2023,08,057000,117,0097,07410 ,00000 ,928 ,999,99999, , ,80424      ,4,8,12,Blue River town,3,3,3256140,0,0,0,0,0,0,0,0,0,3,3,3256140,0,0,0,0,0,0,0,0,0
2023,08,063000,013,0110,07850 ,00000 ,107645 ,216,14500, ,1,803060791  ,4,8,0,Boulder,30,30,33853096,0,0,0,2,6,1630368,13,219,58750167,0,0,0,0,0,0,0,0,0,0,0,0
2023,08,065000,013,    ,99990 ,00000 ,43885 ,216,14500,2, ,80306      ,4,8,12,Boulder County Unincorporated Area,94,94,109012580,0,0,0,0,0,0,0,0,0,94,94,109012580,0,0,0,0,0,0,0,0,0
2023,08,067000,005,0115,08070 ,00000 ,667 ,216,19740,2, ,801231586  ,4,8,12,Bow Mar town,3,3,5972649,0,0,0,0,0,0,0,0,0,3,3,5972649,0,0,0,0,0,0,0,0,0
2023,08,073000,117,0125,08400 ,00000 ,4954 ,999,99999, , ,80424      ,4,8,12,Breckenridge town,35,35,43364821,0,0,0,0,0,0,0,0,0,35,35,43364821,0,0,0,0,0,0,0,0,0
2023,08,075000,001,0130,08675 ,00000 ,39123 ,216,19740,2, ,80601      ,4,8,12,Brighton,398,398,126506168,0,0,0,0,0,0,0,0,0,398,398,126506168,0,0,0,0,0,0,0,0,0
2023,08,079000,043,0140,09115 ,00000 ,261 ,999,99999, , ,81212      ,4,8,12,Brookside town,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2023,08,083000,014,0143,09280 ,00000 ,72236 ,216,19740,2,1,80020      ,4,8,12,Broomfield,119,119,34982651,0,0,0,11,39,9221965,52,1119,220883978,119,119,34982651,0,0,0,11,39,9221965,52,1119,220883978
2023,08,089000,087,0150,09555 ,00000 ,5438 ,999,99999, , ,80723      ,4,8,0,Brush,2,2,263804,0,0,0,2,6,1102500,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2023,08,093000,063,0160,10600 ,00000 ,3126 ,999,99999, , ,80807      ,4,8,12,Burlington,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2023,08,095000,041,0165,11260 ,00000 ,827 ,999,17820, , ,808088203  ,4,8,12,Calhan town,1,1,295000,0,0,0,0,0,0,0,0,0,1,1,295000,0,0,0,0,0,0,0,0,0
2023,08,099000,043,0610,11810 ,00000 ,16536 ,999,99999, , ,812151460  ,4,8,12,Canon City,14,14,5711407,0,0,0,0,0,0,1,10,412965,14,14,5711407,0,0,0,0,0,0,1,10,412965
2023,08,101000,045,0180,12045 ,00000 ,6729 ,999,99999, , ,81623      ,4,8,12,Carbondale town,10,10,9046778,0,0,0,0,0,0,0,0,0,10,10,9046778,0,0,0,0,0,0,0,0,0
2023,08,102900,035,0186,12387 ,00000 ,11664 ,216,19740, , ,80108      ,4,8,12,Castle Pines,152,152,45144275,0,0,0,0,0,0,0,0,0,152,152,45144275,0,0,0,0,0,0,0,0,0
2023,08,103000,035,0188,12415 ,00000 ,70567 ,216,19740, , ,80104      ,4,8,12,Castle Rock town,407,407,212844865,0,0,0,1,4,874691,7,279,43858019,407,407,212844865,0,0,0,1,4,874691,7,279,43858019
2023,08,105000,029,0190,12635 ,00000 ,2313 ,999,99999, , ,81413      ,4,8,1,Cedaredge town,11,11,2426982,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2023,08,106000,005,0193,12815 ,00000 ,110156 ,216,19740, ,1,80112      ,4,8,0,Centennial,4,4,5391429,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2023,08,109000,109,0195,12855 ,00000 ,2188 ,999,99999,2, ,81125      ,4,8,12,Center town,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2023,08,111000,047,0200,12900 ,00000 ,730 ,216,19740,2, ,80427      ,4,8,12,Central,5,5,1975000,0,0,0,0,0,0,0,0,0,5,5,1975000,0,0,0,0,0,0,0,0,0
2023,08,113000,015,    ,00000 ,00000 ,10721 ,999,99999, , ,81201      ,4,8,12,Chaffee County,283,283,99993770,1,2,703399,0,0,0,0,0,0,283,283,99993770,1,2,703399,0,0,0,0,0,0
2023,08,117000,005,0210,13845 ,00000 ,6620 ,216,19740, , ,80113      ,4,8,12,Cherry Hills Village,14,14,51415666,0,0,0,0,0,0,0,0,0,14,14,51415666,0,0,0,0,0,0,0,0,0
2023,08,119000,017,    ,99990 ,00000 ,751 ,999,99999, , ,808100567  ,4,8,12,Cheyenne County Unincorporated Area,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2023,08,121000,017,0215,14175 ,00000 ,815 ,999,99999, , ,80810      ,4,8,0,Cheyenne Wells town,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2023,08,123000,019,    ,99990 ,00000 ,6150 ,216,19740,2, ,80444      ,4,8,12,Clear Creek County Unincorporated Area,17,17,4709002,0,0,0,0,0,0,0,0,0,17,17,4709002,0,0,0,0,0,0,0,0,0
2023,08,125000,043,0225,15330 ,00000 ,350 ,999,99999, , ,81221      ,4,8,12,Coal Creek town,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2023,08,133000,005,0244,16385 ,00000 ,1508 ,216,19740, , ,80123      ,4,8,12,Columbine Valley town,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2023,08,135000,001,0245,16495 ,00000 ,59317 ,216,19740, ,1,80022      ,4,8,12,Commerce City,611,611,192684755,19,38,10341362,0,0,0,18,220,58011390,611,611,192684755,19,38,10341362,0,0,0,18,220,58011390
2023,08,137000,021,    ,99990 ,00000 ,4250 ,999,99999, , ,81129      ,4,8,12,Conejos County Unincorporated Area,38,38,14336066,0,0,0,0,0,0,0,0,0,38,38,14336066,0,0,0,0,0,0,0,0,0
2023,08,139000,083,0250,17375 ,00000 ,8734 ,999,99999, , ,81321      ,4,8,0,Cortez,16,16,4057284,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2023,08,141000,023,    ,99990 ,00000 ,2822 ,999,99999, , ,81152      ,4,8,0,Costilla County Unincorporated Area,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2023,08,143000,081,0255,17760 ,00000 ,8953 ,999,99999, , ,81625      ,4,8,12,Craig,5,5,1195000,0,0,0,0,0,0,0,0,0,5,5,1195000,0,0,0,0,0,0,0,0,0
2023,08,145000,029,0260,17925 ,00000 ,429 ,999,99999, , ,81415      ,4,8,12,Crawford town,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2023,08,147000,079,0796,14765 ,00000 ,315 ,999,99999, , ,81130      ,4,8,12,City of Creede town,1,1,720767,1,2,194894,0,0,0,0,0,0,1,1,720767,1,2,194894,0,0,0,0,0,0
2023,08,149000,051,0270,18310 ,00000 ,1682 ,999,99999, , ,81224      ,4,8,12,Crested Butte town,6,6,7000000,0,0,0,0,0,0,0,0,0,6,6,7000000,0,0,0,0,0,0,0,0,0
2023,08,150000,109,0275,18420 ,00000 ,138 ,999,99999, , ,81131      ,4,8,12,Crestone town,2,2,103200,0,0,0,0,0,0,0,0,0,2,2,103200,0,0,0,0,0,0,0,0,0
2023,08,151000,119,0280,18530 ,00000 ,1266 ,999,17820, , ,80813      ,4,8,12,Cripple Creek,5,5,1825000,1,2,360000,0,0,0,0,0,0,5,5,1825000,1,2,360000,0,0,0,0,0,0
2023,08,153000,075,0285,18640 ,00000 ,110 ,999,99999, , ,80726      ,4,8,12,Crook town,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2023,08,155000,025,    ,99990 ,00000 ,3948 ,999,99999, , ,81063      ,4,8,12,Crowley County Unincorporated Area,1,1,345000,0,0,0,0,0,0,0,0,0,1,1,345000,0,0,0,0,0,0,0,0,0
2023,08,157000,025,0290,18750 ,00000 ,166 ,999,99999, , ,810330036  ,4,8,12,Crowley town,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2023,08,159000,027,    ,99990 ,00000 ,3750 ,999,99999, , ,81252      ,4,8,0,Custer County Unincorporated Area,94,94,29714788,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2023,08,161000,123,0295,19080 ,00000 ,6572 ,216,24540, , ,805140186  ,4,8,12,Dacono,41,41,16407617,0,0,0,0,0,0,0,0,0,41,41,16407617,0,0,0,0,0,0,0,0,0
2023,08,165000,005,0305,19630 ,00000 ,856 ,216,19740, , ,80105      ,4,8,2,Deer Trail town,46,46,8227051,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2023,08,169000,029,0315,19850 ,00000 ,9030 ,999,99999, , ,81416      ,4,8,12,Delta,17,17,3453600,1,2,182000,0,0,0,0,0,0,17,17,3453600,1,2,182000,0,0,0,0,0,0
2023,08,173000,031,0320,20000 ,00000 ,735538 ,216,19740,2,1,80202      ,4,8,12,Denver,1174,1174,347337091,1,2,600000,0,0,0,65,4549,725554555,1174,1174,347337091,1,2,600000,0,0,0,65,4549,725554555
2023,08,177000,081,0332,20495 ,00000 ,334 ,999,99999, , ,816100238  ,4,8,12,Dinosaur town,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2023,08,181000,083,0335,20770 ,00000 ,964 ,999,99999, , ,81323      ,4,8,12,Dolores town,0,0,0,2,4,899780,0,0,0,0,0,0,0,0,0,2,4,899780,0,0,0,0,0,0
2023,08,183000,035,    ,99990 ,00000 ,203901 ,216,19740,2, ,80104      ,4,8,12,Douglas County Unincorporated Area,842,842,276536643,18,36,5923438,9,32,5546929,14,390,55749361,842,842,276536643,18,36,5923438,9,32,5546929,14,390,55749361
2023,08,187000,067,0350,22035 ,00000 ,19690 ,999,99999, , ,81301      ,4,8,12,Durango,23,23,4932782,8,16,2272555,2,7,1169784,4,150,20785274,23,23,4932782,8,16,2272555,2,7,1169784,4,150,20785274
2023,08,189000,061,0355,22145 ,00000 ,632 ,999,99999, , ,81036      ,4,8,12,Eads town,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2023,08,191000,037,    ,99990 ,00000 ,23646 ,999,99999, , ,81631      ,4,8,12,Eagle County Unincorporated Area,38,38,70723443,0,0,0,0,0,0,1,6,2400000,38,38,70723443,0,0,0,0,0,0,1,6,2400000
2023,08,193000,037,0360,22200 ,00000 ,6911 ,999,99999, , ,81631      ,4,8,12,Eagle town,24,24,14802242,0,0,0,0,0,0,12,286,66053584,24,24,14802242,0,0,0,0,0,0,12,286,66053584
2023,08,195000,123,0370,22860 ,00000 ,6000 ,216,24540, , ,80615      ,4,8,12,Eaton town,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2023,08,197000,125,0375,23025 ,00000 ,260 ,999,99999, , ,807270217  ,4,8,12,Eckley town,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2023,08,199000,059,0380,23135 ,00000 ,5393 ,216,19740, , ,80214      ,4,8,12,Edgewater,4,4,2253468,1,2,624000,0,0,0,0,0,0,4,4,2253468,1,2,624000,0,0,0,0,0,0
2023,08,201000,041,    ,99990 ,00000 ,196856 ,999,17820,2, ,80910      ,4,8,12,El Paso County Unincorporated Area,2543,2543,1168625901,120,240,38596331,2,6,1009374,63,2293,457091248,2543,2543,1168625901,120,240,38596331,2,6,1009374,63,2293,457091248
2023,08,203000,039,    ,99990 ,00000 ,23930 ,216,19740, , ,80117      ,4,8,12,Elbert County Unincorporated Area,226,226,102561602,0,0,0,0,0,0,0,0,0,226,226,102561602,0,0,0,0,0,0,0,0,0
2023,08,205000,039,0385,23740 ,00000 ,1867 ,216,19740, , ,80107      ,4,8,12,Elizabeth town,123,123,30125056,0,0,0,0,0,0,0,0,0,123,123,30125056,0,0,0,0,0,0,0,0,0
2023,08,209000,005,0395,24785 ,00000 ,35099 ,216,19740, , ,80110      ,4,8,12,Englewood,61,61,21535518,0,0,0,0,0,0,1,241,62840080,61,61,21535518,0,0,0,0,0,0,1,241,62840080
2023,08,213000,123,0400,24950 ,00000 ,17559 ,216,24540,2, ,805160750  ,4,8,8,Erie town,679,679,249727469,13,26,4597634,2,6,914184,4,61,8951711,491,491,198885422,8,16,2851055,0,0,0,0,0,0
2023,08,215000,069,0405,25115 ,00000 ,6553 ,999,22660, , ,80517      ,4,8,12,Estes Park town,19,19,8723840,0,0,0,0,0,0,0,0,0,19,19,8723840,0,0,0,0,0,0,0,0,0
2023,08,217000,123,0415,25280 ,00000 ,23183 ,216,24540, , ,80620      ,4,8,6,Evans,19,19,5380234,0,0,0,0,0,0,0,0,0,10,10,2998267,0,0,0,0,0,0,0,0,0
2023,08,219000,093,0425,25610 ,00000 ,803 ,216,19740, , ,804400267  ,4,8,12,Fairplay town,6,6,2218000,0,0,0,0,0,0,0,0,0,6,6,2218000,0,0,0,0,0,0,0,0,0
2023,08,221000,001,0430,26270 ,00000 ,13598 ,216,19740, , ,80221      ,4,8,12,Federal Heights,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2023,08,223000,123,0435,26600 ,00000 ,15298 ,216,24540, , ,80504      ,4,8,12,Firestone town,86,86,43374584,0,0,0,2,6,1077221,6,192,32565783,86,86,43374584,0,0,0,2,6,1077221,6,192,32565783
2023,08,225000,063,0440,26765 ,00000 ,567 ,999,99999, , ,80815      ,4,8,12,Flagler town,2,2,763984,0,0,0,0,0,0,0,0,0,2,2,763984,0,0,0,0,0,0,0,0,0
2023,08,227000,075,0445,26875 ,00000 ,405 ,999,99999, , ,80728      ,4,8,12,Fleming town,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2023,08,229000,043,0450,27040 ,00000 ,3982 ,999,99999, , ,81226      ,4,8,12,Florence,14,14,3449544,0,0,0,0,0,0,0,0,0,14,14,3449544,0,0,0,0,0,0,0,0,0
2023,08,231000,069,0455,27425 ,00000 ,168234 ,999,22660, ,1,80524      ,4,8,12,Fort Collins,372,372,101315783,0,0,0,3,12,2478912,24,619,85808323,372,372,101315783,0,0,0,3,12,2478912,24,619,85808323
2023,08,233000,123,0465,27700 ,00000 ,8666 ,216,24540, , ,806211343  ,4,8,12,Fort Lupton,259,259,60009377,0,0,0,0,0,0,0,0,0,259,259,60009377,0,0,0,0,0,0,0,0,0
2023,08,235000,087,0470,27810 ,00000 ,11249 ,999,99999, , ,80701      ,4,8,12,Fort Morgan,17,17,4119666,0,0,0,12,48,3792243,0,0,0,17,17,4119666,0,0,0,12,48,3792243,0,0,0
2023,08,239000,089,0480,27975 ,00000 ,1149 ,999,99999, , ,810391134  ,4,8,12,Fowler town,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2023,08,240000,005,0483,28105 ,00000 ,771 ,216,19740, , ,80108      ,4,8,11,Foxfield town,2,2,600750,0,0,0,0,0,0,0,0,0,2,2,600750,0,0,0,0,0,0,0,0,0
2023,08,243000,123,0490,28360 ,00000 ,11515 ,216,24540, , ,805300435  ,4,8,12,Frederick town,76,76,24009331,10,20,4050819,0,0,0,0,0,0,76,76,24009331,10,20,4050819,0,0,0,0,0,0
2023,08,245000,043,    ,99990 ,00000 ,25552 ,999,99999, , ,81212      ,4,8,12,Fremont County Unincorporated Area,77,77,16490010,0,0,0,0,0,0,0,0,0,77,77,16490010,0,0,0,0,0,0,0,0,0
2023,08,247000,117,0500,28690 ,00000 ,2874 ,999,99999, , ,80443      ,4,8,12,Frisco town,16,16,17116417,0,0,0,0,0,0,3,66,34700000,16,16,17116417,0,0,0,0,0,0,3,66,34700000
2023,08,249000,077,0505,28745 ,00000 ,14295 ,999,24300,2, ,81521      ,4,8,12,Fruita,59,59,8902739,0,0,0,0,0,0,11,74,8877460,59,59,8902739,0,0,0,0,0,0,11,74,8877460
2023,08,251000,123,0510,29185 ,00000 ,279 ,216,24540, , ,806318466  ,4,8,12,Garden City town,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2023,08,253000,045,    ,99990 ,00000 ,24455 ,999,99999, , ,81601      ,4,8,12,Garfield County Unincorporated Area,73,73,18212464,0,0,0,0,0,0,0,0,0,73,73,18212464,0,0,0,0,0,0,0,0,0
2023,08,257000,019,0520,29735 ,00000 ,1102 ,216,19740, , ,804440426  ,4,8,12,Georgetown town,4,4,2400000,0,0,0,0,0,0,0,0,0,4,4,2400000,0,0,0,0,0,0,0,0,0
2023,08,259000,123,0525,29955 ,00000 ,1169 ,216,24540, , ,806230128  ,4,8,12,Gilcrest town,4,4,919720,0,0,0,0,0,0,0,0,0,4,4,919720,0,0,0,0,0,0,0,0,0
2023,08,261000,047,    ,99990 ,00000 ,5374 ,216,19740, , ,80427      ,4,8,12,Gilpin County Unincorporated Area,26,26,7510565,0,0,0,0,0,0,0,0,0,26,26,7510565,0,0,0,0,0,0,0,0,0
2023,08,263000,005,0530,30340 ,00000 ,5102 ,216,19740, , ,80246      ,4,8,12,Glendale,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2023,08,265000,045,0535,30780 ,00000 ,10222 ,999,99999, , ,81601      ,4,8,12,Glenwood Springs,1,1,750000,0,0,0,0,0,0,3,24,3032273,1,1,750000,0,0,0,0,0,0,3,24,3032273
2023,08,267000,059,0540,30835 ,00000 ,20347 ,216,19740, , ,80401      ,4,8,12,Golden,5,5,3150000,0,0,0,0,0,0,0,0,0,5,5,3150000,0,0,0,0,0,0,0,0,0
2023,08,269000,099,0545,31550 ,00000 ,509 ,999,99999, , ,81041      ,4,8,0,Granada town,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2023,08,273000,049,    ,99990 ,00000 ,8489 ,999,99999,2, ,80451      ,4,8,12,Grand County Unincorporated Area,133,133,49629696,0,0,0,1,4,797020,0,0,0,133,133,49629696,0,0,0,1,4,797020,0,0,0
2023,08,279000,123,0570,32155 ,00000 ,108958 ,216,24540, ,1,80631      ,4,8,12,Greeley,154,154,61099586,1,2,304590,8,31,8696400,19,495,78175253,154,154,61099586,1,2,304590,8,31,8696400,19,495,78175253
2023,08,285000,005,0580,33035 ,00000 ,14907 ,216,19740, , ,80111      ,4,8,12,Greenwood Village,3,3,6458000,0,0,0,0,0,0,0,0,0,3,3,6458000,0,0,0,0,0,0,0,0,0
2023,08,287000,123,0585,33310 ,00000 ,161 ,216,24540, , ,80729      ,4,8,12,Grover town,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2023,08,289000,051,0590,33640 ,00000 ,6840 ,999,99999, , ,81230      ,4,8,12,Gunnison,26,26,7202225,0,0,0,1,3,546777,0,0,0,26,26,7202225,0,0,0,1,3,546777,0,0,0
2023,08,291000,051,    ,99990 ,00000 ,7968 ,999,99999, , ,81230      ,4,8,12,Gunnison County Unincorporated Area,60,60,76689782,1,2,1013118,0,0,0,0,0,0,60,60,76689782,1,2,1013118,0,0,0,0,0,0
2023,08,293000,037,0595,33695 ,00000 ,7304 ,999,99999, , ,81637      ,4,8,12,Gypsum town,27,27,10664813,0,0,0,0,0,0,0,0,0,27,27,10664813,0,0,0,0,0,0,0,0,0
2023,08,299000,095,0610,34960 ,00000 ,937 ,999,99999, , ,80731      ,4,8,12,Haxtun town,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2023,08,303000,087,0620,36610 ,00000 ,258 ,999,99999, , ,80733      ,4,8,12,Hillrose town,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2023,08,305000,053,    ,00000 ,00000 ,420 ,999,99999, , ,81235      ,4,8,0,Hinsdale County,13,13,5478525,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2023,08,307000,099,0625,37215 ,00000 ,775 ,999,99999, , ,810470458  ,4,8,12,Holly town,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2023,08,309000,095,0630,37270 ,00000 ,2239 ,999,99999, , ,80734      ,4,8,12,Holyoke,0,0,0,1,2,160000,0,0,0,0,0,0,0,0,0,1,2,160000,0,0,0,0,0,0
2023,08,311000,003,0635,37380 ,00000 ,104 ,999,99999, , ,811360001  ,4,8,12,Hooper town,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2023,08,315000,029,0640,37545 ,00000 ,928 ,999,99999, , ,81419      ,4,8,0,Hotchkiss town,6,6,1059348,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2023,08,317000,123,0650,37820 ,00000 ,2768 ,216,24540, , ,80642      ,4,8,0,Hudson town,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2023,08,319000,055,    ,99990 ,00000 ,3071 ,999,99999, , ,81089      ,4,8,10,Huerfano County Unincorporated Area,44,44,9339186,0,0,0,0,0,0,0,0,0,39,39,8425961,0,0,0,0,0,0,0,0,0
2023,08,321000,073,0655,37875 ,00000 ,782 ,999,99999, , ,80821      ,4,8,10,Hugo town,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2023,08,323000,019,0660,38370 ,00000 ,1857 ,216,19740, , ,80452      ,4,8,12,Idaho Springs,0,0,0,2,4,924000,0,0,0,0,0,0,0,0,0,2,4,924000,0,0,0,0,0,0
2023,08,325000,067,0665,38535 ,00000 ,963 ,999,99999, , ,81137      ,4,8,12,Ignacio town,5,5,1909959,0,0,0,0,0,0,0,0,0,5,5,1909959,0,0,0,0,0,0,0,0,0
2023,08,327000,075,0670,38590 ,00000 ,272 ,999,99999, , ,807360194  ,4,8,12,Iliff town,1,1,381992,0,0,0,0,0,0,0,0,0,1,1,381992,0,0,0,0,0,0,0,0,0
