Survey,FIPS,FIPS,Region,Division,County,,1-unit,,,2-units,,,3-4 units,,,5+ units,,,1-unit rep,,,2-units rep,,,3-4 units rep,,, 5+units rep
2025,08,047,4,8,Gilpin County                 ,22,22,15369794,0,0,0,0,0,0,0,0,0,22,22,15369794,0,0,0,0,0,0,0,0,0
2025,08,049,4,8,Grand County                  ,221,221,79392484,3,6,422724,0,0,0,6,84,10751884,123,123,46201718,3,6,422724,0,0,0,3,69,8521231
2025,08,051,4,8,Gunnison County               ,136,136,136614412,1,2,503373,0,0,0,0,0,0,136,136,136614412,1,2,503373,0,0,0,0,0,0
2025,08,053,4,8,Hinsdale County               ,8,8,2372150,0,0,0,0,0,0,0,0,0,8,8,2372150,0,0,0,0,0,0,0,0,0
2025,08,055,4,8,Huerfano County               ,47,47,9801990,0,0,0,0,0,0,0,0,0,4,4,950000,0,0,0,0,0,0,0,0,0
2025,08,057,4,8,Jackson County                ,2,2,1150000,0,0,0,0,0,0,0,0,0,2,2,1150000,0,0,0,0,0,0,0,0,0
2025,08,059,4,8,Jefferson County              ,810,810,346660540,12,24,4808238,2,6,1239017,12,278,57108529,717,717,320627449,11,22,4365838,2,6,1239017,1,190,42500000
2025,08,061,4,8,Kiowa County                  ,1,1,296519,3,6,1197477,0,0,0,0,0,0,1,1,296519,3,6,1197477,0,0,0,0,0,0
2025,08,063,4,8,Kit Carson County             ,4,4,1158303,0,0,0,0,0,0,0,0,0,2,2,394319,0,0,0,0,0,0,0,0,0
2025,08,065,4,8,Lake County                   ,46,46,9827026,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2025,08,067,4,8,La Plata County               ,188,188,113821288,4,8,2742000,3,12,2000000,8,168,17660046,188,188,113821288,4,8,2742000,3,12,2000000,8,168,17660046
2025,08,069,4,8,Larimer County                ,985,985,371185764,5,10,1065587,19,74,9167206,74,1367,236455365,963,963,362198220,5,10,1065587,19,74,9167206,73,1362,235163455
2025,08,071,4,8,Las Animas County             ,30,30,7538511,0,0,0,0,0,0,0,0,0,30,30,7538511,0,0,0,0,0,0,0,0,0
2025,08,073,4,8,Lincoln County                ,10,10,2963223,0,0,0,0,0,0,0,0,0,10,10,2963223,0,0,0,0,0,0,0,0,0
2025,08,075,4,8,Logan County                  ,5,5,5521223,0,0,0,0,0,0,0,0,0,4,4,5421223,0,0,0,0,0,0,0,0,0
2025,08,077,4,8,Mesa County                   ,693,693,106547713,0,0,0,0,0,0,7,117,6372329,693,693,106547713,0,0,0,0,0,0,7,117,6372329
2025,08,079,4,8,Mineral County                ,9,9,3731302,0,0,0,0,0,0,0,0,0,3,3,1250000,0,0,0,0,0,0,0,0,0
2025,08,081,4,8,Moffat County                 ,24,24,10901262,0,0,0,0,0,0,0,0,0,24,24,10901262,0,0,0,0,0,0,0,0,0
2025,08,083,4,8,Montezuma County              ,20,20,4986781,2,4,960000,0,0,0,0,0,0,1,1,419000,2,4,960000,0,0,0,0,0,0
2025,08,085,4,8,Montrose County               ,207,207,35971999,6,12,1853120,0,0,0,2,60,12500000,207,207,35971999,6,12,1853120,0,0,0,2,60,12500000
2025,08,087,4,8,Morgan County                 ,53,53,16753249,1,2,665035,0,0,0,0,0,0,51,51,16489445,1,2,665035,0,0,0,0,0,0
2025,08,089,4,8,Otero County                  ,8,8,1740000,0,0,0,0,0,0,0,0,0,8,8,1740000,0,0,0,0,0,0,0,0,0
2025,08,091,4,8,Ouray County                  ,76,76,61952893,0,0,0,0,0,0,0,0,0,55,55,58356823,0,0,0,0,0,0,0,0,0
2025,08,093,4,8,Park County                   ,152,152,59234507,0,0,0,0,0,0,0,0,0,152,152,59234507,0,0,0,0,0,0,0,0,0
2025,08,095,4,8,Phillips County               ,4,4,1081698,1,2,400639,0,0,0,0,0,0,4,4,1081698,1,2,400639,0,0,0,0,0,0
2025,08,097,4,8,Pitkin County                 ,36,36,334271208,0,0,0,0,0,0,0,0,0,36,36,334271208,0,0,0,0,0,0,0,0,0
2025,08,099,4,8,Prowers County                ,16,16,5758078,0,0,0,0,0,0,0,0,0,6,6,1595734,0,0,0,0,0,0,0,0,0
2025,08,101,4,8,Pueblo County                 ,226,226,39395026,0,0,0,0,0,0,0,0,0,226,226,39395026,0,0,0,0,0,0,0,0,0
2025,08,103,4,8,Rio Blanco County             ,15,15,20289556,0,0,0,0,0,0,0,0,0,15,15,20289556,0,0,0,0,0,0,0,0,0
2025,08,105,4,8,Rio Grande County             ,34,34,12074836,4,8,557000,0,0,0,0,0,0,34,34,12074836,4,8,557000,0,0,0,0,0,0
2025,08,107,4,8,Routt County                  ,196,196,291811809,0,0,0,1,3,5800000,3,19,7543947,196,196,291811809,0,0,0,1,3,5800000,3,19,7543947
2025,08,109,4,8,Saguache County               ,70,70,17622271,0,0,0,0,0,0,0,0,0,69,69,17206037,0,0,0,0,0,0,0,0,0
2025,08,111,4,8,San Juan County               ,13,13,4738950,2,4,1119012,1,4,597156,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2025,08,113,4,8,San Miguel County             ,51,51,136336906,0,0,0,0,0,0,0,0,0,33,33,101897540,0,0,0,0,0,0,0,0,0
2025,08,115,4,8,Sedgwick County               ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2025,08,117,4,8,Summit County                 ,135,135,113871803,0,0,0,1,3,728938,15,180,48401080,84,84,89003729,0,0,0,0,0,0,5,126,36280025
2025,08,119,4,8,Teller County                 ,118,118,34952033,0,0,0,0,0,0,0,0,0,35,35,12872896,0,0,0,0,0,0,0,0,0
2025,08,121,4,8,Washington County             ,3,3,825042,0,0,0,0,0,0,0,0,0,3,3,825042,0,0,0,0,0,0,0,0,0
2025,08,123,4,8,Weld County                   ,2011,2011,768435198,0,0,0,0,0,0,72,982,164885418,2011,2011,768435198,0,0,0,0,0,0,72,982,164885418
2025,08,125,4,8,Yuma County                   ,2,2,593037,1,2,124000,0,0,0,0,0,0,2,2,593037,1,2,124000,0,0,0,0,0,0
