Survey,FIPS,FIPS,Region,Division,County,,1-unit,,,2-units,,,3-4 units,,,5+ units,,,1-unit rep,,,2-units rep,,,3-4 units rep,,, 5+units rep
2017,08,073,4,8,Lincoln County                ,11,11,1639882,0,0,0,0,0,0,0,0,0,4,4,741549,0,0,0,0,0,0,0,0,0
2017,08,075,4,8,Logan County                  ,11,11,1762561,0,0,0,0,0,0,0,0,0,11,11,1762561,0,0,0,0,0,0,0,0,0
2017,08,077,4,8,Mesa County                   ,665,665,132856671,4,8,999726,1,4,555397,2,78,8029855,665,665,132856671,4,8,999726,1,4,555397,2,78,8029855
2017,08,079,4,8,Mineral County                ,19,19,3489679,0,0,0,0,0,0,0,0,0,5,5,870777,0,0,0,0,0,0,0,0,0
2017,08,081,4,8,Moffat County                 ,11,11,2152850,0,0,0,0,0,0,0,0,0,11,11,2152850,0,0,0,0,0,0,0,0,0
2017,08,083,4,8,Montezuma County              ,21,21,4818286,1,2,213415,0,0,0,0,0,0,18,18,4260000,1,2,213415,0,0,0,0,0,0
2017,08,085,4,8,Montrose County               ,199,199,32446199,0,0,0,3,11,1241640,0,0,0,199,199,32446199,0,0,0,3,11,1241640,0,0,0
2017,08,087,4,8,Morgan County                 ,90,90,16419634,0,0,0,0,0,0,0,0,0,40,40,6144570,0,0,0,0,0,0,0,0,0
2017,08,089,4,8,Otero County                  ,2,2,285000,1,2,200000,0,0,0,0,0,0,2,2,285000,1,2,200000,0,0,0,0,0,0
2017,08,091,4,8,Ouray County                  ,45,45,16389336,0,0,0,1,4,300000,0,0,0,3,3,690000,0,0,0,0,0,0,0,0,0
2017,08,093,4,8,Park County                   ,150,150,32332110,0,0,0,1,4,700000,0,0,0,149,149,32126764,0,0,0,1,4,700000,0,0,0
2017,08,095,4,8,Phillips County               ,16,16,2117402,1,2,243500,0,0,0,0,0,0,16,16,2117402,1,2,243500,0,0,0,0,0,0
2017,08,097,4,8,Pitkin County                 ,45,45,192999323,4,8,4995320,0,0,0,0,0,0,26,26,114026915,0,0,0,0,0,0,0,0,0
2017,08,099,4,8,Prowers County                ,3,3,610000,0,0,0,0,0,0,0,0,0,3,3,610000,0,0,0,0,0,0,0,0,0
2017,08,101,4,8,Pueblo County                 ,352,352,60034847,3,6,823241,0,0,0,2,10,1413226,277,277,47118146,1,2,319017,0,0,0,0,0,0
2017,08,103,4,8,Rio Blanco County             ,13,13,8169151,0,0,0,0,0,0,0,0,0,13,13,8169151,0,0,0,0,0,0,0,0,0
2017,08,105,4,8,Rio Grande County             ,23,23,4859863,0,0,0,0,0,0,0,0,0,23,23,4859863,0,0,0,0,0,0,0,0,0
2017,08,107,4,8,Routt County                  ,115,115,85303159,0,0,0,0,0,0,0,0,0,111,111,84506094,0,0,0,0,0,0,0,0,0
2017,08,109,4,8,Saguache County               ,93,93,6282152,0,0,0,0,0,0,0,0,0,93,93,6282152,0,0,0,0,0,0,0,0,0
2017,08,111,4,8,San Juan County               ,7,7,1307000,0,0,0,0,0,0,0,0,0,7,7,1307000,0,0,0,0,0,0,0,0,0
2017,08,113,4,8,San Miguel County             ,47,47,61678101,3,6,6010960,0,0,0,3,15,15437500,41,41,40056048,3,6,6010960,0,0,0,3,15,15437500
2017,08,115,4,8,Sedgwick County               ,2,2,600000,0,0,0,0,0,0,0,0,0,2,2,600000,0,0,0,0,0,0,0,0,0
2017,08,117,4,8,Summit County                 ,393,393,190798633,0,0,0,0,0,0,4,82,13859113,352,352,178819613,0,0,0,0,0,0,3,34,5592449
2017,08,119,4,8,Teller County                 ,110,110,31498321,0,0,0,0,0,0,0,0,0,110,110,31498321,0,0,0,0,0,0,0,0,0
2017,08,121,4,8,Washington County             ,8,8,1441520,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2017,08,123,4,8,Weld County                   ,2777,2777,689378977,4,8,1767726,48,189,24842157,50,672,78437612,2589,2589,633315346,4,8,1767726,45,180,21693327,44,639,72846587
2017,08,125,4,8,Yuma County                   ,1,1,260000,0,0,0,0,0,0,0,0,0,1,1,260000,0,0,0,0,0,0,0,0,0
