Survey,State,6-Digit,County,Census Place,FIPS Place,FIPS MCD,Pop,CSA,CBSA,Footnote,Central,Zip,Region,Division,Number of,Place,,1-unit,,,2-units,,,3-4 units,,,5+ units,,,1-unit rep,,,2-units rep,,,3-4 units rep,,,5+ units rep
2016,08,225000,063,0440,26765 ,00000 ,561 ,999,99999, , ,80815      ,4,8,0,Flagler town,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2016,08,227000,075,0445,26875 ,00000 ,408 ,999,99999, , ,80728      ,4,8,12,Fleming town,1,1,109600,0,0,0,0,0,0,0,0,0,1,1,109600,0,0,0,0,0,0,0,0,0
2016,08,229000,043,0450,27040 ,00000 ,3881 ,999,99999, , ,81226      ,4,8,12,Florence,5,5,978939,0,0,0,0,0,0,0,0,0,5,5,978939,0,0,0,0,0,0,0,0,0
2016,08,231000,069,0455,27425 ,00000 ,143986 ,999,22660, ,1,805228052  ,4,8,12,Fort Collins,488,488,133295147,14,28,4230061,4,13,2263130,64,1345,158524321,488,488,133295147,14,28,4230061,4,13,2263130,64,1345,158524321
2016,08,233000,123,0465,27700 ,00000 ,7377 ,216,24540, , ,806211343  ,4,8,12,Fort Lupton,84,84,16746625,0,0,0,0,0,0,0,0,0,84,84,16746625,0,0,0,0,0,0,0,0,0
2016,08,235000,087,0470,27810 ,00000 ,11315 ,999,99999, , ,80701      ,4,8,12,Fort Morgan,5,5,923915,0,0,0,0,0,0,0,0,0,5,5,923915,0,0,0,0,0,0,0,0,0
2016,08,239000,089,0480,27975 ,00000 ,1182 ,999,99999, , ,810391134  ,4,8,12,Fowler town,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2016,08,240000,005,0483,28105 ,00000 ,685 ,216,19740, , ,80504      ,4,8,12,Foxfield town,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2016,08,243000,123,0490,28360 ,00000 ,8679 ,216,24540, , ,805300435  ,4,8,12,Frederick town,199,199,56599001,0,0,0,0,0,0,0,0,0,199,199,56599001,0,0,0,0,0,0,0,0,0
2016,08,245000,043,    ,99990 ,00000 ,24818 ,999,99999, , ,81212      ,4,8,12,Fremont County Unincorporated Area,53,53,11826459,0,0,0,0,0,0,0,0,0,53,53,11826459,0,0,0,0,0,0,0,0,0
2016,08,247000,117,0500,28690 ,00000 ,2683 ,999,99999, , ,80443      ,4,8,0,Frisco town,35,35,10225993,0,0,0,0,0,0,1,39,6716665,0,0,0,0,0,0,0,0,0,0,0,0
2016,08,251000,123,0510,29185 ,00000 ,234 ,216,24540, , ,806318466  ,4,8,12,Garden City town,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2016,08,253000,045,    ,99990 ,00000 ,22643 ,999,99999, , ,81601      ,4,8,12,Garfield County Unincorporated Area,76,76,20020104,0,0,0,0,0,0,0,0,0,76,76,20020104,0,0,0,0,0,0,0,0,0
2016,08,257000,019,0520,29735 ,00000 ,1034 ,216,19740, , ,80444      ,4,8,12,Georgetown town,1,1,273532,0,0,0,0,0,0,0,0,0,1,1,273532,0,0,0,0,0,0,0,0,0
2016,08,259000,123,0525,29955 ,00000 ,1034 ,216,24540, , ,806230128  ,4,8,12,Gilcrest town,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2016,08,261000,047,    ,99990 ,00000 ,4660 ,216,19740, , ,80427      ,4,8,12,Gilpin County Unincorporated Area,31,31,12798532,0,0,0,0,0,0,0,0,0,31,31,12798532,0,0,0,0,0,0,0,0,0
2016,08,263000,005,0530,30340 ,00000 ,4184 ,216,19740, , ,80222      ,4,8,12,Glendale,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2016,08,265000,045,0535,30780 ,00000 ,9614 ,999,99999, , ,81601      ,4,8,0,Glenwood Springs,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2016,08,267000,059,0540,30835 ,00000 ,18867 ,216,19740, , ,80401      ,4,8,12,Golden,5,5,1546600,0,0,0,0,0,0,0,0,0,5,5,1546600,0,0,0,0,0,0,0,0,0
2016,08,269000,099,0545,31550 ,00000 ,517 ,999,99999, , ,81041      ,4,8,0,Granada town,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2016,08,273000,049,    ,99990 ,00000 ,8178 ,999,99999,2, ,80451      ,4,8,12,Grand County Unincorporated Area,78,78,28084818,0,0,0,0,0,0,0,0,0,78,78,28084818,0,0,0,0,0,0,0,0,0
2016,08,279000,123,0570,32155 ,00000 ,92889 ,216,24540, ,1,80631      ,4,8,12,Greeley,263,263,54798682,5,10,1483770,9,29,3272153,22,273,29130788,263,263,54798682,5,10,1483770,9,29,3272153,22,273,29130788
2016,08,285000,005,0580,33035 ,00000 ,13925 ,216,19740, , ,801114591  ,4,8,12,Greenwood Village,29,29,17489166,0,0,0,0,0,0,3,16,2377391,29,29,17489166,0,0,0,0,0,0,3,16,2377391
2016,08,287000,123,0585,33310 ,00000 ,137 ,216,24540, , ,80729      ,4,8,12,Grover town,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2016,08,289000,051,0590,33640 ,00000 ,5854 ,999,99999, , ,81230      ,4,8,12,Gunnison,26,26,4360327,0,0,0,0,0,0,0,0,0,26,26,4360327,0,0,0,0,0,0,0,0,0
2016,08,291000,051,    ,99990 ,00000 ,6985 ,999,99999, , ,81230      ,4,8,12,Gunnison County Unincorporated Area,61,61,17366945,0,0,0,0,0,0,0,0,0,61,61,17366945,0,0,0,0,0,0,0,0,0
2016,08,293000,037,0595,33695 ,00000 ,6477 ,999,99999, , ,81637      ,4,8,12,Gypsum town,6,6,2299629,7,14,2172288,3,9,1771132,0,0,0,6,6,2299629,7,14,2172288,3,9,1771132,0,0,0
2016,08,299000,095,0610,34960 ,00000 ,946 ,999,99999, , ,80731      ,4,8,12,Haxtun town,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2016,08,301000,107,0615,35070 ,00000 ,1810 ,999,99999, , ,816390190  ,4,8,12,Hayden town,4,4,797065,0,0,0,0,0,0,0,0,0,4,4,797065,0,0,0,0,0,0,0,0,0
2016,08,303000,087,0620,36610 ,00000 ,264 ,999,99999, , ,80733      ,4,8,0,Hillrose town,1,1,100000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2016,08,305000,053,    ,00000 ,00000 ,435 ,999,99999, , ,81235      ,4,8,12,Hinsdale County,7,7,1703055,0,0,0,0,0,0,0,0,0,7,7,1703055,0,0,0,0,0,0,0,0,0
2016,08,307000,099,0625,37215 ,00000 ,802 ,999,99999, , ,810470458  ,4,8,12,Holly town,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2016,08,309000,095,0630,37270 ,00000 ,2313 ,999,99999, , ,80734      ,4,8,12,Holyoke,1,1,225704,0,0,0,0,0,0,0,0,0,1,1,225704,0,0,0,0,0,0,0,0,0
2016,08,311000,003,0635,37380 ,00000 ,103 ,999,99999, , ,811360001  ,4,8,0,Hooper town,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2016,08,315000,029,0640,37545 ,00000 ,944 ,999,99999, , ,81419      ,4,8,12,Hotchkiss town,1,1,245200,0,0,0,0,0,0,0,0,0,1,1,245200,0,0,0,0,0,0,0,0,0
2016,08,317000,123,0650,37820 ,00000 ,2356 ,216,24540, , ,80642      ,4,8,0,Hudson town,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2016,08,319000,055,    ,99990 ,00000 ,2843 ,999,99999, , ,81089      ,4,8,12,Huerfano County Unincorporated Area,31,31,5661992,0,0,0,0,0,0,0,0,0,31,31,5661992,0,0,0,0,0,0,0,0,0
2016,08,321000,073,0655,37875 ,00000 ,730 ,999,99999, , ,80821      ,4,8,12,Hugo town,3,3,670000,0,0,0,0,0,0,0,0,0,3,3,670000,0,0,0,0,0,0,0,0,0
2016,08,323000,019,0660,38370 ,00000 ,1717 ,216,19740, , ,80452      ,4,8,12,Idaho Springs,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2016,08,325000,067,0665,38535 ,00000 ,697 ,999,99999, , ,81137      ,4,8,12,Ignacio town,2,2,408900,0,0,0,0,0,0,0,0,0,2,2,408900,0,0,0,0,0,0,0,0,0
2016,08,327000,075,0670,38590 ,00000 ,266 ,999,99999, , ,807360194  ,4,8,12,Iliff town,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
