Survey,State,6-Digit,County,Census Place,FIPS Place,FIPS MCD,Pop,CSA,CBSA,Footnote,Central,Zip,Region,Division,Number of,Place,,1-unit,,,2-units,,,3-4 units,,,5+ units,,,1-unit rep,,,2-units rep,,,3-4 units rep,,,5+ units rep
2018,08,139000,083,0250,17375 ,00000 ,8482 ,999,99999, , ,81321      ,4,8,12,Cortez,12,12,2641755,0,0,0,0,0,0,0,0,0,12,12,2641755,0,0,0,0,0,0,0,0,0
2018,08,141000,023,    ,99990 ,00000 ,2510 ,999,99999, , ,81152      ,4,8,0,Costilla County Unincorporated Area,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2018,08,143000,081,0255,17760 ,00000 ,9464 ,999,99999,2, ,81625      ,4,8,0,Craig,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2018,08,145000,029,0260,17925 ,00000 ,431 ,999,99999, , ,81415      ,4,8,12,Crawford town,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2018,08,147000,079,0796,14765 ,00000 ,290 ,999,99999, , ,81130      ,4,8,11,City of Creede town,4,4,853737,0,0,0,0,0,0,0,0,0,4,4,853737,0,0,0,0,0,0,0,0,0
2018,08,149000,051,0270,18310 ,00000 ,1487 ,999,99999, , ,81224      ,4,8,12,Crested Butte town,17,17,9629107,0,0,0,0,0,0,0,0,0,17,17,9629107,0,0,0,0,0,0,0,0,0
2018,08,150000,109,0275,18420 ,00000 ,127 ,999,99999, , ,81131      ,4,8,12,Crestone town,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2018,08,151000,119,0280,18530 ,00000 ,1189 ,999,17820, , ,80813      ,4,8,12,Cripple Creek,1,1,70000,0,0,0,0,0,0,0,0,0,1,1,70000,0,0,0,0,0,0,0,0,0
2018,08,153000,075,0285,18640 ,00000 ,110 ,999,99999, , ,80726      ,4,8,0,Crook town,1,1,10000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2018,08,155000,025,    ,99990 ,00000 ,3964 ,999,99999, , ,81063      ,4,8,12,Crowley County Unincorporated Area,1,1,218750,0,0,0,0,0,0,0,0,0,1,1,218750,0,0,0,0,0,0,0,0,0
2018,08,157000,025,0290,18750 ,00000 ,176 ,999,99999, , ,810330036  ,4,8,12,Crowley town,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2018,08,159000,027,    ,99990 ,00000 ,3100 ,999,99999, , ,81252      ,4,8,12,Custer County Unincorporated Area,72,72,20284000,0,0,0,0,0,0,0,0,0,72,72,20284000,0,0,0,0,0,0,0,0,0
2018,08,161000,123,0295,19080 ,00000 ,4152 ,216,24540, , ,805140186  ,4,8,12,Dacono,74,74,16348041,0,0,0,0,0,0,0,0,0,74,74,16348041,0,0,0,0,0,0,0,0,0
2018,08,165000,005,0305,19630 ,00000 ,546 ,216,19740, , ,80105      ,4,8,12,Deer Trail town,33,33,5800178,0,0,0,0,0,0,0,0,0,33,33,5800178,0,0,0,0,0,0,0,0,0
2018,08,169000,029,0315,19850 ,00000 ,8915 ,999,99999, , ,81416      ,4,8,12,Delta,21,21,3394457,0,0,0,0,0,0,0,0,0,21,21,3394457,0,0,0,0,0,0,0,0,0
2018,08,173000,031,0320,20000 ,00000 ,600158 ,216,19740,2,1,80202      ,4,8,12,Denver,2428,2428,634753840,49,98,20387217,3,12,2299800,98,5340,795438031,2428,2428,634753840,49,98,20387217,3,12,2299800,98,5340,795438031
2018,08,177000,081,0332,20495 ,00000 ,339 ,999,99999, , ,816100238  ,4,8,12,Dinosaur town,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2018,08,181000,083,0335,20770 ,00000 ,936 ,999,99999, , ,81323      ,4,8,9,Dolores town,1,1,85263,1,2,213415,0,0,0,0,0,0,1,1,85263,0,0,0,0,0,0,0,0,0
2018,08,183000,035,    ,99990 ,00000 ,171031 ,216,19740,2, ,80104      ,4,8,12,Douglas County Unincorporated Area,1065,1065,333291439,7,14,3052686,1,4,1139895,15,435,65057354,1065,1065,333291439,7,14,3052686,1,4,1139895,15,435,65057354
2018,08,187000,067,0350,22035 ,00000 ,16887 ,999,99999, , ,81301      ,4,8,12,Durango,62,62,15027622,0,0,0,0,0,0,2,44,4282096,62,62,15027622,0,0,0,0,0,0,2,44,4282096
2018,08,189000,061,0355,22145 ,00000 ,609 ,999,99999, , ,81036      ,4,8,12,Eads town,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2018,08,191000,037,    ,99990 ,00000 ,23240 ,999,99999, , ,81631      ,4,8,0,Eagle County Unincorporated Area,164,164,47732477,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2018,08,193000,037,0360,22200 ,00000 ,6508 ,999,99999, , ,81631      ,4,8,12,Eagle town,31,31,11465310,1,2,557425,4,13,2307305,1,6,1200493,31,31,11465310,1,2,557425,4,13,2307305,1,6,1200493
2018,08,195000,123,0370,22860 ,00000 ,4365 ,216,24540, , ,80615      ,4,8,12,Eaton town,81,81,19308503,0,0,0,0,0,0,0,0,0,81,81,19308503,0,0,0,0,0,0,0,0,0
2018,08,197000,125,0375,23025 ,00000 ,257 ,999,99999, , ,807270217  ,4,8,12,Eckley town,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2018,08,199000,059,0380,23135 ,00000 ,5170 ,216,19740, , ,80214      ,4,8,11,Edgewater,4,4,1192600,1,2,325000,0,0,0,0,0,0,3,3,937000,1,2,325000,0,0,0,0,0,0
2018,08,201000,041,    ,99990 ,00000 ,165533 ,999,17820,2, ,80910      ,4,8,12,El Paso County Unincorporated Area,4080,4080,1568707150,4,8,2068357,6,24,3162645,61,1473,212870132,4080,4080,1568707150,4,8,2068357,6,24,3162645,61,1473,212870132
2018,08,203000,039,    ,99990 ,00000 ,20387 ,216,19740, , ,80117      ,4,8,12,Elbert County Unincorporated Area,157,157,49206699,0,0,0,0,0,0,0,0,0,157,157,49206699,0,0,0,0,0,0,0,0,0
2018,08,205000,039,0385,23740 ,00000 ,1358 ,216,19740, , ,80107      ,4,8,12,Elizabeth town,58,58,17094166,0,0,0,0,0,0,0,0,0,58,58,17094166,0,0,0,0,0,0,0,0,0
2018,08,209000,005,0395,24785 ,00000 ,30255 ,216,19740, , ,80110      ,4,8,12,Englewood,92,92,23150588,0,0,0,2,6,1316000,1,106,17705604,92,92,23150588,0,0,0,2,6,1316000,1,106,17705604
2018,08,213000,123,0400,24950 ,00000 ,9787 ,216,24540,2, ,805160750  ,4,8,12,Erie town,579,579,156511940,0,0,0,4,13,1932564,11,63,9690374,579,579,156511940,0,0,0,4,13,1932564,11,63,9690374
2018,08,215000,069,0405,25115 ,00000 ,5858 ,999,22660, , ,80517      ,4,8,12,Estes Park town,28,28,11732534,5,10,1970892,2,7,1449180,0,0,0,28,28,11732534,5,10,1970892,2,7,1449180,0,0,0
2018,08,217000,123,0415,25280 ,00000 ,18537 ,216,24540, , ,806152036  ,4,8,12,Evans,79,79,15598737,2,4,726480,0,0,0,0,0,0,79,79,15598737,2,4,726480,0,0,0,0,0,0
2018,08,219000,093,0425,25610 ,00000 ,679 ,216,19740, , ,804400267  ,4,8,12,Fairplay town,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2018,08,221000,001,0430,26270 ,00000 ,11467 ,216,19740, , ,80221      ,4,8,12,Federal Heights,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2018,08,223000,123,0435,26600 ,00000 ,10147 ,216,24540, , ,80504      ,4,8,12,Firestone town,123,123,35515338,0,0,0,0,0,0,14,321,19432680,123,123,35515338,0,0,0,0,0,0,14,321,19432680
2018,08,225000,063,0440,26765 ,00000 ,561 ,999,99999, , ,80815      ,4,8,12,Flagler town,3,3,539000,0,0,0,0,0,0,0,0,0,3,3,539000,0,0,0,0,0,0,0,0,0
2018,08,227000,075,0445,26875 ,00000 ,408 ,999,99999, , ,80728      ,4,8,12,Fleming town,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2018,08,229000,043,0450,27040 ,00000 ,3881 ,999,99999, , ,81226      ,4,8,12,Florence,7,7,1268000,0,0,0,0,0,0,0,0,0,7,7,1268000,0,0,0,0,0,0,0,0,0
2018,08,231000,069,0455,27425 ,00000 ,143986 ,999,22660, ,1,805228052  ,4,8,12,Fort Collins,398,398,105370369,9,18,2412202,4,15,1994290,18,640,98785002,398,398,105370369,9,18,2412202,4,15,1994290,18,640,98785002
2018,08,233000,123,0465,27700 ,00000 ,7377 ,216,24540, , ,806211343  ,4,8,12,Fort Lupton,12,12,2037007,1,2,314345,0,0,0,0,0,0,12,12,2037007,1,2,314345,0,0,0,0,0,0
2018,08,235000,087,0470,27810 ,00000 ,11315 ,999,99999, , ,80701      ,4,8,12,Fort Morgan,11,11,2020000,1,2,328000,0,0,0,0,0,0,11,11,2020000,1,2,328000,0,0,0,0,0,0
2018,08,239000,089,0480,27975 ,00000 ,1182 ,999,99999, , ,810391134  ,4,8,12,Fowler town,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2018,08,240000,005,0483,28105 ,00000 ,685 ,216,19740, , ,80108      ,4,8,12,Foxfield town,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2018,08,243000,123,0490,28360 ,00000 ,8679 ,216,24540, , ,805300435  ,4,8,11,Frederick town,173,173,43531136,0,0,0,0,0,0,0,0,0,150,150,37946159,0,0,0,0,0,0,0,0,0
2018,08,245000,043,    ,99990 ,00000 ,24818 ,999,99999, , ,81212      ,4,8,12,Fremont County Unincorporated Area,76,76,15726762,0,0,0,0,0,0,1,10,316287,76,76,15726762,0,0,0,0,0,0,1,10,316287
2018,08,247000,117,0500,28690 ,00000 ,2683 ,999,99999, , ,80443      ,4,8,0,Frisco town,43,43,12563362,0,0,0,0,0,0,1,46,7922220,0,0,0,0,0,0,0,0,0,0,0,0
2018,08,251000,123,0510,29185 ,00000 ,234 ,216,24540, , ,806318466  ,4,8,12,Garden City town,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2018,08,253000,045,    ,99990 ,00000 ,22643 ,999,99999, , ,81601      ,4,8,12,Garfield County Unincorporated Area,74,74,18331363,0,0,0,0,0,0,0,0,0,74,74,18331363,0,0,0,0,0,0,0,0,0
2018,08,257000,019,0520,29735 ,00000 ,1034 ,216,19740, , ,80444      ,4,8,1,Georgetown town,1,1,168791,0,0,0,0,0,0,3,15,2181255,0,0,0,0,0,0,0,0,0,0,0,0
2018,08,259000,123,0525,29955 ,00000 ,1034 ,216,24540, , ,806230128  ,4,8,12,Gilcrest town,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2018,08,261000,047,    ,99990 ,00000 ,4660 ,216,19740, , ,80427      ,4,8,12,Gilpin County Unincorporated Area,41,41,11103918,0,0,0,0,0,0,0,0,0,41,41,11103918,0,0,0,0,0,0,0,0,0
2018,08,263000,005,0530,30340 ,00000 ,4184 ,216,19740, , ,80246      ,4,8,12,Glendale,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2018,08,265000,045,0535,30780 ,00000 ,9614 ,999,99999, , ,81601      ,4,8,0,Glenwood Springs,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2018,08,267000,059,0540,30835 ,00000 ,18867 ,216,19740, , ,80401      ,4,8,12,Golden,17,17,5298125,0,0,0,0,0,0,0,0,0,17,17,5298125,0,0,0,0,0,0,0,0,0
2018,08,269000,099,0545,31550 ,00000 ,517 ,999,99999, , ,81041      ,4,8,0,Granada town,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2018,08,273000,049,    ,99990 ,00000 ,8178 ,999,99999,2, ,80451      ,4,8,12,Grand County Unincorporated Area,113,113,40582963,0,0,0,0,0,0,0,0,0,113,113,40582963,0,0,0,0,0,0,0,0,0
2018,08,279000,123,0570,32155 ,00000 ,92889 ,216,24540, ,1,80631      ,4,8,12,Greeley,348,348,81814917,1,2,380740,11,42,6641032,5,146,24149104,348,348,81814917,1,2,380740,11,42,6641032,5,146,24149104
2018,08,285000,005,0580,33035 ,00000 ,13925 ,216,19740, , ,80111      ,4,8,12,Greenwood Village,10,10,9670184,0,0,0,0,0,0,0,0,0,10,10,9670184,0,0,0,0,0,0,0,0,0
2018,08,287000,123,0585,33310 ,00000 ,137 ,216,24540, , ,80729      ,4,8,12,Grover town,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2018,08,289000,051,0590,33640 ,00000 ,5854 ,999,99999, , ,81230      ,4,8,12,Gunnison,40,40,5886802,0,0,0,0,0,0,0,0,0,40,40,5886802,0,0,0,0,0,0,0,0,0
2018,08,291000,051,    ,99990 ,00000 ,6985 ,999,99999, , ,81230      ,4,8,12,Gunnison County Unincorporated Area,103,103,28838245,0,0,0,0,0,0,0,0,0,103,103,28838245,0,0,0,0,0,0,0,0,0
2018,08,293000,037,0595,33695 ,00000 ,6477 ,999,99999, , ,81637      ,4,8,12,Gypsum town,21,21,8779000,0,0,0,4,16,2400000,0,0,0,21,21,8779000,0,0,0,4,16,2400000,0,0,0
2018,08,299000,095,0610,34960 ,00000 ,946 ,999,99999, , ,80731      ,4,8,12,Haxtun town,2,2,126700,0,0,0,0,0,0,0,0,0,2,2,126700,0,0,0,0,0,0,0,0,0
2018,08,301000,107,0615,35070 ,00000 ,1810 ,999,99999,2, ,816390190  ,4,8,0,Hayden town,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2018,08,303000,087,0620,36610 ,00000 ,264 ,999,99999, , ,80733      ,4,8,12,Hillrose town,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2018,08,305000,053,    ,00000 ,00000 ,435 ,999,99999, , ,81235      ,4,8,0,Hinsdale County,9,9,3792825,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2018,08,307000,099,0625,37215 ,00000 ,802 ,999,99999, , ,810470458  ,4,8,12,Holly town,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2018,08,309000,095,0630,37270 ,00000 ,2313 ,999,99999, , ,80734      ,4,8,12,Holyoke,4,4,326642,0,0,0,0,0,0,0,0,0,4,4,326642,0,0,0,0,0,0,0,0,0
2018,08,311000,003,0635,37380 ,00000 ,103 ,999,99999, , ,811360001  ,4,8,0,Hooper town,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2018,08,315000,029,0640,37545 ,00000 ,944 ,999,99999, , ,81419      ,4,8,12,Hotchkiss town,3,3,398000,0,0,0,0,0,0,0,0,0,3,3,398000,0,0,0,0,0,0,0,0,0
2018,08,317000,123,0650,37820 ,00000 ,2356 ,216,24540, , ,80642      ,4,8,12,Hudson town,22,22,6625324,0,0,0,0,0,0,0,0,0,22,22,6625324,0,0,0,0,0,0,0,0,0
2018,08,319000,055,    ,99990 ,00000 ,2843 ,999,99999, , ,81089      ,4,8,0,Huerfano County Unincorporated Area,38,38,6940507,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2018,08,321000,073,0655,37875 ,00000 ,730 ,999,99999, , ,80821      ,4,8,12,Hugo town,4,4,830000,0,0,0,0,0,0,1,8,265000,4,4,830000,0,0,0,0,0,0,1,8,265000
2018,08,323000,019,0660,38370 ,00000 ,1717 ,216,19740, , ,80452      ,4,8,12,Idaho Springs,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2018,08,325000,067,0665,38535 ,00000 ,697 ,999,99999, , ,81137      ,4,8,12,Ignacio town,3,3,325000,0,0,0,0,0,0,0,0,0,3,3,325000,0,0,0,0,0,0,0,0,0
