Survey,FIPS,FIPS,Region,Division,County,,1-unit,,,2-units,,,3-4 units,,,5+ units,,,1-unit rep,,,2-units rep,,,3-4 units rep,,, 5+units rep
2023,08,023,4,8,Costilla County               ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2023,08,025,4,8,Crowley County                ,1,1,345000,0,0,0,0,0,0,0,0,0,1,1,345000,0,0,0,0,0,0,0,0,0
2023,08,027,4,8,Custer County                 ,106,106,32392788,0,0,0,0,0,0,0,0,0,12,12,2678000,0,0,0,0,0,0,0,0,0
2023,08,029,4,8,Delta County                  ,51,51,9170361,1,2,182000,0,0,0,0,0,0,19,19,3693600,1,2,182000,0,0,0,0,0,0
2023,08,031,4,8,Denver County                 ,1174,1174,347337091,1,2,600000,0,0,0,65,4549,725554555,1174,1174,347337091,1,2,600000,0,0,0,65,4549,725554555
2023,08,033,4,8,Dolores County                ,2,2,1000000,2,4,1000000,2,6,1000000,0,0,0,2,2,1000000,2,4,1000000,2,6,1000000,0,0,0
2023,08,035,4,8,Douglas County                ,1988,1988,787264811,51,102,27008558,10,36,6421620,34,1442,266709758,1988,1988,787264811,51,102,27008558,10,36,6421620,34,1442,266709758
2023,08,037,4,8,Eagle County                  ,110,110,127546997,0,0,0,1,4,1200000,17,312,75882156,97,97,104800498,0,0,0,1,4,1200000,13,292,68453584
2023,08,039,4,8,Elbert County                 ,349,349,132686658,0,0,0,0,0,0,0,0,0,349,349,132686658,0,0,0,0,0,0,0,0,0
2023,08,041,4,8,El Paso County                ,2544,2544,1168920901,120,240,38596331,2,6,1009374,63,2293,457091248,2544,2544,1168920901,120,240,38596331,2,6,1009374,63,2293,457091248
2023,08,043,4,8,Fremont County                ,114,114,27072455,0,0,0,0,0,0,1,10,412965,106,106,25906261,0,0,0,0,0,0,1,10,412965
2023,08,045,4,8,Garfield County               ,124,124,41202713,1,2,602503,0,0,0,4,29,3855773,109,109,35492347,0,0,0,0,0,0,3,24,3032273
2023,08,047,4,8,Gilpin County                 ,31,31,9485565,0,0,0,0,0,0,0,0,0,31,31,9485565,0,0,0,0,0,0,0,0,0
2023,08,049,4,8,Grand County                  ,230,230,82481782,0,0,0,1,4,797020,2,10,1487102,133,133,49629696,0,0,0,1,4,797020,0,0,0
2023,08,051,4,8,Gunnison County               ,102,102,115275564,1,2,1013118,1,3,546777,0,0,0,101,101,114893572,1,2,1013118,1,3,546777,0,0,0
2023,08,053,4,8,Hinsdale County               ,13,13,5478525,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2023,08,055,4,8,Huerfano County               ,48,48,12324186,0,0,0,0,0,0,0,0,0,43,43,11410961,0,0,0,0,0,0,0,0,0
2023,08,057,4,8,Jackson County                ,3,3,1351000,0,0,0,0,0,0,0,0,0,3,3,1351000,0,0,0,0,0,0,0,0,0
2023,08,059,4,8,Jefferson County              ,983,983,359840638,9,18,6337513,6,21,3745876,8,166,30285596,936,936,347183458,9,18,6337513,6,21,3745876,6,122,22981329
2023,08,061,4,8,Kiowa County                  ,4,4,682400,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2023,08,063,4,8,Kit Carson County             ,5,5,1909959,0,0,0,0,0,0,0,0,0,5,5,1909959,0,0,0,0,0,0,0,0,0
2023,08,065,4,8,Lake County                   ,49,49,10467919,0,0,0,1,3,170000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2023,08,067,4,8,La Plata County               ,184,184,112043549,8,16,2272555,2,7,1169784,4,150,20785274,184,184,112043549,8,16,2272555,2,7,1169784,4,150,20785274
2023,08,069,4,8,Larimer County                ,1289,1289,445766847,6,12,3368272,7,27,6768296,64,1358,207429311,1260,1260,435680833,5,10,2790209,6,24,5811259,60,1316,200768401
2023,08,071,4,8,Las Animas County             ,38,38,7160912,0,0,0,0,0,0,0,0,0,6,6,2555152,0,0,0,0,0,0,0,0,0
2023,08,073,4,8,Lincoln County                ,8,8,1100889,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2023,08,075,4,8,Logan County                  ,9,9,3020842,0,0,0,0,0,0,0,0,0,9,9,3020842,0,0,0,0,0,0,0,0,0
2023,08,077,4,8,Mesa County                   ,527,527,80451707,4,8,671820,1,4,786328,25,707,94636357,527,527,80451707,4,8,671820,1,4,786328,25,707,94636357
2023,08,079,4,8,Mineral County                ,7,7,3188717,1,2,194894,0,0,0,0,0,0,1,1,720767,1,2,194894,0,0,0,0,0,0
2023,08,081,4,8,Moffat County                 ,14,14,3199000,0,0,0,0,0,0,0,0,0,14,14,3199000,0,0,0,0,0,0,0,0,0
2023,08,083,4,8,Montezuma County              ,21,21,5857284,2,4,899780,0,0,0,0,0,0,5,5,1800000,2,4,899780,0,0,0,0,0,0
2023,08,085,4,8,Montrose County               ,247,247,33944315,3,6,611105,1,3,310880,3,65,10456450,247,247,33944315,3,6,611105,1,3,310880,3,65,10456450
2023,08,087,4,8,Morgan County                 ,35,35,10774413,0,0,0,14,54,4894743,0,0,0,33,33,10510609,0,0,0,12,48,3792243,0,0,0
2023,08,089,4,8,Otero County                  ,10,10,3225550,0,0,0,0,0,0,0,0,0,10,10,3225550,0,0,0,0,0,0,0,0,0
2023,08,091,4,8,Ouray County                  ,44,44,21662025,12,24,11150000,3,9,5510000,0,0,0,41,41,20451555,12,24,11150000,3,9,5510000,0,0,0
2023,08,093,4,8,Park County                   ,191,191,50609737,0,0,0,0,0,0,0,0,0,191,191,50609737,0,0,0,0,0,0,0,0,0
2023,08,095,4,8,Phillips County               ,4,4,1812757,1,2,160000,0,0,0,0,0,0,4,4,1812757,1,2,160000,0,0,0,0,0,0
2023,08,097,4,8,Pitkin County                 ,34,34,175280291,1,2,412839,0,0,0,0,0,0,17,17,85011097,1,2,412839,0,0,0,0,0,0
2023,08,099,4,8,Prowers County                ,5,5,1338975,0,0,0,0,0,0,0,0,0,5,5,1338975,0,0,0,0,0,0,0,0,0
2023,08,101,4,8,Pueblo County                 ,297,297,51575222,0,0,0,0,0,0,0,0,0,297,297,51575222,0,0,0,0,0,0,0,0,0
2023,08,103,4,8,Rio Blanco County             ,8,8,5259000,1,2,425500,0,0,0,0,0,0,8,8,5259000,1,2,425500,0,0,0,0,0,0
2023,08,105,4,8,Rio Grande County             ,55,55,12779996,1,2,414484,0,0,0,0,0,0,55,55,12779996,1,2,414484,0,0,0,0,0,0
2023,08,107,4,8,Routt County                  ,129,129,176514247,3,6,2601125,0,0,0,10,194,45808951,129,129,176514247,3,6,2601125,0,0,0,10,194,45808951
2023,08,109,4,8,Saguache County               ,51,51,9616200,0,0,0,0,0,0,0,0,0,51,51,9616200,0,0,0,0,0,0,0,0,0
2023,08,111,4,8,San Juan County               ,9,9,4433813,1,2,920000,0,0,0,0,0,0,9,9,4433813,1,2,920000,0,0,0,0,0,0
2023,08,113,4,8,San Miguel County             ,47,47,94263415,0,0,0,0,0,0,1,27,12604230,15,15,44527692,0,0,0,0,0,0,1,27,12604230
2023,08,115,4,8,Sedgwick County               ,3,3,685000,0,0,0,0,0,0,0,0,0,3,3,685000,0,0,0,0,0,0,0,0,0
2023,08,117,4,8,Summit County                 ,150,150,126534935,0,0,0,4,16,5647293,13,379,103268703,150,150,126534935,0,0,0,4,16,5647293,13,379,103268703
2023,08,119,4,8,Teller County                 ,126,126,40314927,1,2,360000,0,0,0,6,66,6758000,126,126,40314927,1,2,360000,0,0,0,6,66,6758000
2023,08,121,4,8,Washington County             ,7,7,2320459,0,0,0,0,0,0,0,0,0,7,7,2320459,0,0,0,0,0,0,0,0,0
2023,08,123,4,8,Weld County                   ,2447,2447,821574966,34,68,12522908,28,104,22933954,65,1008,153443867,2222,2222,759362629,29,58,10776329,25,95,21515993,61,947,144492156
2023,08,125,4,8,Yuma County                   ,11,11,1922780,0,0,0,0,0,0,0,0,0,1,1,225000,0,0,0,0,0,0,0,0,0
